alias,condition,distance,family,generated_count,method_id,missing_templates,painter_id,reference_count,status
gpt-image-2,alfred_sisley,0.7557270686300614,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,0.666875113973528,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,0.7232258903394104,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,1.5403718294037487,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,alfred_sisley,1.7772538633345414,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,1.4363120458929048,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,1.7026714927058146,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,2.8409221984936943,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,1.5222529920533292,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,1.5114273889590435,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,1.0404016282447142,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,2.339116660204766,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,1.1793273316179338,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,1.0424740593327302,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,0.8961626952765207,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,1.9803416278629045,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,1.87054077679633,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,1.668995536029107,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,1.6312055876515048,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,2.8476253007129295,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,0.9701942637287577,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,1.1588494224679513,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,1.2894399200634639,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,0.831955477264374,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,1.2392535870188555,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,1.481702864757498,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,1.4595634044302348,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,0.7390550771242759,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,1.86124381327835,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,2.254653698110957,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,2.481881029949035,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,2.228932903068214,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,1.3355609080065234,color,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,1.1562480220414035,color,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,1.128104381327164,color,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,0.608844882435509,color,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,0.23303950734525536,spatial,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,0.37861381316555764,spatial,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,0.6742179925799978,spatial,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,0.78862463192679,spatial,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,1.1634653313633447,texture,64,style_instruction,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,1.3901029704236985,texture,64,style_instruction,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,1.1082397226025158,texture,64,style_instruction,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,1.4609719658238398,texture,64,style_instruction,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,0.8952636009061472,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,1.1450535892708016,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,1.391767353070705,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,1.9959263342235565,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,0.9604716395387869,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,0.8851611185770376,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,0.8746145796861118,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,1.7985432786655728,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,claude_monet,1.8318115506586805,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,claude_monet,1.5434364290467086,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,claude_monet,1.7309418540855117,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,claude_monet,2.769891730535474,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,alfred_sisley,0.8647113045040633,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,0.8004376585915163,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,0.9031502325520575,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,2.282980380115646,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,alfred_sisley,0.7823439943684978,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,0.6866485707986811,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,0.7399082035988207,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,1.5647240252115586,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,alfred_sisley,1.786639678165911,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,alfred_sisley,1.4708727533466273,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,alfred_sisley,1.7048987679232819,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,alfred_sisley,2.889775213420421,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,1.250035180722826,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,1.2987050233562751,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,0.8908976013616612,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,2.1782279775623956,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,1.1939579091630466,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,1.0457168110968145,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,0.8946137335203443,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,1.999662633888123,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,camille_pissarro,1.974733730176665,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,camille_pissarro,1.7350964108772082,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,camille_pissarro,1.7308288939712373,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,camille_pissarro,2.9514715433984624,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,0.9412482364786725,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,1.1331058930949958,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,1.3029231474886447,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,0.7813665578564586,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,1.1547395874563189,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,1.3516529786394398,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,1.295659481855842,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,0.688605781987782,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,paul_cezanne,1.7071481993792346,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,paul_cezanne,1.9605860493840943,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,paul_cezanne,2.261725562088226,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,paul_cezanne,1.936714060597994,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,1.40698844946659,color,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,1.2695316362492612,color,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,1.2010509506911748,color,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,0.6179744291385745,color,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,0.22915506852539735,spatial,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,0.3784671173575198,spatial,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,0.6105565354807445,spatial,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,0.6585465424127368,spatial,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
gpt-image-2,artist_free,1.2642229323672942,texture,64,style_aspects,[],claude_monet,297,descriptive_all_available
gpt-image-2,artist_free,1.449049739220749,texture,64,style_aspects,[],alfred_sisley,106,descriptive_all_available
gpt-image-2,artist_free,1.255165724245126,texture,64,style_aspects,[],camille_pissarro,141,descriptive_all_available
gpt-image-2,artist_free,1.423955596709383,texture,64,style_aspects,[],paul_cezanne,105,descriptive_all_available
