service,painter_id,family,coordinate,median_difference,iqr_ratio
sd-turbo,camille_pissarro,spatial,horizontal_vertical_balance,-0.27652857545853304,1.0228125271110942
sd-turbo,camille_pissarro,spatial,gradient_median,-0.8973593747916373,0.3052027385385727
sd-turbo,camille_pissarro,spatial,gradient_iqr,-0.9846183331236847,0.3049629136550333
sd-turbo,camille_pissarro,spatial,quadrant_jsd,0.798348212113156,4.07219856726163
sd-turbo,paul_cezanne,spatial,spectral_slope,-0.5248069897798766,0.7579380117659571
sd-turbo,paul_cezanne,spatial,spectral_residual,0.7553598648248899,1.2912927943275083
sd-turbo,paul_cezanne,spatial,spectral_anisotropy,-0.009339962648582951,0.9136264627835556
sd-turbo,paul_cezanne,spatial,orientation_entropy,-0.6760975107493056,2.945388049386029
sd-turbo,paul_cezanne,spatial,horizontal_vertical_balance,-0.40731294081615144,1.0655404379613505
sd-turbo,paul_cezanne,spatial,gradient_median,-0.489359412185641,0.46477046055875526
sd-turbo,paul_cezanne,spatial,gradient_iqr,-0.4273212327115851,0.470943500962214
sd-turbo,paul_cezanne,spatial,quadrant_jsd,1.05266111852912,2.033369733346547
sd-turbo,claude_monet,texture,wavelet_energy_1,-1.2038397954591105,0.5144533159193692
sd-turbo,claude_monet,texture,wavelet_energy_2,-1.1527161347800414,0.5971351459422599
sd-turbo,claude_monet,texture,wavelet_energy_3,-0.9684318246263981,0.6488141258765233
sd-turbo,claude_monet,texture,wavelet_energy_4,-0.7755169004331072,0.6945007401625668
sd-turbo,claude_monet,texture,wavelet_slope,0.5569239815393356,0.6450593224375517
sd-turbo,claude_monet,texture,wavelet_curvature,0.7956822246068431,0.7147892420816111
sd-turbo,claude_monet,texture,lbp_entropy_8,0.06066333310174084,0.5667120226826029
sd-turbo,claude_monet,texture,lbp_entropy_16,-0.08393070670015457,0.688880367688523
sd-turbo,claude_monet,texture,lbp_entropy_32,0.05432435545036496,0.8179823201826144
sd-turbo,claude_monet,texture,local_cv_01,-0.13903377996275484,0.4161646643211983
sd-turbo,claude_monet,texture,local_cv_04,-0.061954320477752844,0.4281079978614227
sd-turbo,claude_monet,texture,local_cv_16,0.08254064773098668,0.5168463851370413
sd-turbo,alfred_sisley,texture,wavelet_energy_1,-1.0246698054371797,0.5424004250625634
sd-turbo,alfred_sisley,texture,wavelet_energy_2,-1.0525524693078085,0.5084633400972965
sd-turbo,alfred_sisley,texture,wavelet_energy_3,-0.9131321363277825,0.4853195384169034
sd-turbo,alfred_sisley,texture,wavelet_energy_4,-0.7471057003698602,0.45866333501547335
sd-turbo,alfred_sisley,texture,wavelet_slope,0.33919537299031377,0.7373383656734253
sd-turbo,alfred_sisley,texture,wavelet_curvature,0.8003304653167695,0.6333781769776515
sd-turbo,alfred_sisley,texture,lbp_entropy_8,-0.08094257244839431,0.6207547213282425
sd-turbo,alfred_sisley,texture,lbp_entropy_16,-0.30470493148476263,0.6962834511041661
sd-turbo,alfred_sisley,texture,lbp_entropy_32,-0.08684872697361197,0.8407707022971789
sd-turbo,alfred_sisley,texture,local_cv_01,-0.05911908257689591,0.4573941017412922
sd-turbo,alfred_sisley,texture,local_cv_04,-0.038290800397854374,0.48474388525354284
sd-turbo,alfred_sisley,texture,local_cv_16,0.04312054096286916,0.41542692686095967
sd-turbo,camille_pissarro,texture,wavelet_energy_1,-1.2325543396918806,0.5290840024996231
sd-turbo,camille_pissarro,texture,wavelet_energy_2,-1.1602836184229153,0.5503772465459686
sd-turbo,camille_pissarro,texture,wavelet_energy_3,-0.9040318735442727,0.6374032517114254
sd-turbo,camille_pissarro,texture,wavelet_energy_4,-0.6688912834461276,0.6941638989102814
sd-turbo,camille_pissarro,texture,wavelet_slope,0.7234092402515607,0.5267310402654235
sd-turbo,camille_pissarro,texture,wavelet_curvature,0.473476812759374,0.761559806009728
sd-turbo,camille_pissarro,texture,lbp_entropy_8,0.12995905715523742,0.4704367684256806
sd-turbo,camille_pissarro,texture,lbp_entropy_16,0.3182009386583333,0.7542772265255039
sd-turbo,camille_pissarro,texture,lbp_entropy_32,0.42747026444728004,0.8043508524647361
sd-turbo,camille_pissarro,texture,local_cv_01,-0.30174928363411524,0.3318990346062995
sd-turbo,camille_pissarro,texture,local_cv_04,-0.20200472331374833,0.3401818274456252
sd-turbo,camille_pissarro,texture,local_cv_16,0.07693822715120796,0.45450465583919386
sd-turbo,paul_cezanne,texture,wavelet_energy_1,-0.4831212106047936,0.5041617398877515
sd-turbo,paul_cezanne,texture,wavelet_energy_2,-0.42201336487945074,0.5026257057062705
sd-turbo,paul_cezanne,texture,wavelet_energy_3,-0.22425506340163398,0.5345262099938677
sd-turbo,paul_cezanne,texture,wavelet_energy_4,-0.04726409132236756,0.5411686472689209
sd-turbo,paul_cezanne,texture,wavelet_slope,0.5849085122070915,0.6947353652396505
sd-turbo,paul_cezanne,texture,wavelet_curvature,0.45244802522851424,0.8537468000420506
sd-turbo,paul_cezanne,texture,lbp_entropy_8,-0.39858751104785195,0.5812618639354324
sd-turbo,paul_cezanne,texture,lbp_entropy_16,-0.07701208271458215,0.8336152125030731
sd-turbo,paul_cezanne,texture,lbp_entropy_32,0.34976610997326574,1.0664840012523027
sd-turbo,paul_cezanne,texture,local_cv_01,-0.40308620658442995,0.4492925517309446
sd-turbo,paul_cezanne,texture,local_cv_04,-0.12667439649616494,0.5081942463308686
sd-turbo,paul_cezanne,texture,local_cv_16,0.11665176311900899,0.43446562044835374
