service,block,painter_id,family,distance,artist_free_distance,control_difference,generated_count
sd-turbo,21,claude_monet,texture,1.7467001539639089,1.2925214347361287,0.4541787192277802,16
sd-turbo,21,alfred_sisley,texture,1.668229517352653,2.0870023026674636,-0.41877278531481066,16
sd-turbo,21,camille_pissarro,texture,1.6636699154185772,1.8963093915089635,-0.23263947609038627,16
sd-turbo,21,paul_cezanne,texture,0.7033421669049211,1.6105860663515186,-0.9072438994465974,16
sd-turbo,22,claude_monet,color,1.0286636076230598,1.2500789551838523,-0.2214153475607925,16
sd-turbo,22,alfred_sisley,color,0.9677174486186728,1.132107303154648,-0.1643898545359752,16
sd-turbo,22,camille_pissarro,color,1.2965211327748076,1.1144793265428952,0.18204180623191246,16
sd-turbo,22,paul_cezanne,color,0.7155021013695348,0.6827765251641029,0.03272557620543193,16
sd-turbo,22,claude_monet,spatial,0.9067674199743054,1.8675541082299327,-0.9607866882556273,16
sd-turbo,22,alfred_sisley,spatial,1.4986246692258058,2.45892900056318,-0.9603043313373743,16
sd-turbo,22,camille_pissarro,spatial,1.564069557469348,3.140698191949518,-1.57662863448017,16
sd-turbo,22,paul_cezanne,spatial,1.2707740712983813,2.0567231901340346,-0.7859491188356533,16
sd-turbo,22,claude_monet,texture,1.516969698356149,1.2534979250496705,0.2634717733064784,16
sd-turbo,22,alfred_sisley,texture,1.7306550103315685,1.9844774417969702,-0.2538224314654016,16
sd-turbo,22,camille_pissarro,texture,1.5829549742772626,1.8407950847391041,-0.2578401104618415,16
sd-turbo,22,paul_cezanne,texture,0.69349584981597,1.4735932113074495,-0.7800973614914795,16
sd-turbo,23,claude_monet,color,1.0910608268831339,1.5588143092834263,-0.46775348240029246,16
sd-turbo,23,alfred_sisley,color,1.125358416219016,1.4558070978436635,-0.33044868162464747,16
sd-turbo,23,camille_pissarro,color,1.3596386654674701,1.435839077206147,-0.07620041173867675,16
sd-turbo,23,paul_cezanne,color,0.7856005926624545,0.9305179940978512,-0.14491740143539666,16
sd-turbo,23,claude_monet,spatial,1.1132502895181675,1.9031060730637952,-0.7898557835456277,16
sd-turbo,23,alfred_sisley,spatial,1.6797389939924439,2.466100297417176,-0.7863613034247323,16
sd-turbo,23,camille_pissarro,spatial,1.5957576487587777,3.1071809633405003,-1.5114233145817226,16
sd-turbo,23,paul_cezanne,spatial,1.4795637665256223,2.052094313500513,-0.5725305469748907,16
sd-turbo,23,claude_monet,texture,1.7233857115381412,1.541076005068132,0.18230970647000921,16
sd-turbo,23,alfred_sisley,texture,1.6762492405682539,2.156829085848041,-0.4805798452797869,16
sd-turbo,23,camille_pissarro,texture,1.924227405116529,2.1612757857085603,-0.23704838059203137,16
sd-turbo,23,paul_cezanne,texture,0.8145700910905789,1.5289586423236488,-0.7143885512330699,16
sd-turbo,24,claude_monet,color,1.024890662876122,1.302753765023588,-0.277863102147466,16
sd-turbo,24,alfred_sisley,color,0.9198144675410473,1.1350661791314414,-0.21525171159039402,16
sd-turbo,24,camille_pissarro,color,1.2545339497928083,1.0916851648918615,0.16284878490094679,16
sd-turbo,24,paul_cezanne,color,0.6341129333590187,0.6260203541954401,0.00809257916357864,16
sd-turbo,24,claude_monet,spatial,1.0580934583957307,1.6589732579425815,-0.6008797995468509,16
sd-turbo,24,alfred_sisley,spatial,1.5031352912668847,2.171923536773286,-0.6687882455064011,16
sd-turbo,24,camille_pissarro,spatial,1.390226997529835,2.7934320382170412,-1.4032050406872063,16
sd-turbo,24,paul_cezanne,spatial,0.8676832386779694,1.7778892950852345,-0.9102060564072652,16
sd-turbo,24,claude_monet,texture,1.5460910528115415,1.4293459262177208,0.11674512659382064,16
sd-turbo,24,alfred_sisley,texture,1.692605388562158,2.0867369220628342,-0.3941315335006763,16
sd-turbo,24,camille_pissarro,texture,1.8964208198485295,2.0747755569692545,-0.17835473712072503,16
sd-turbo,24,paul_cezanne,texture,0.8685418852974749,1.4798514772882632,-0.6113095919907883,16
