alias,auc,balanced_accuracy,classifier,family,folds,generated_count,generated_recall,method_id,painter_id,real_specificity,reference_count,split
gpt-image-1,0.9383928571428571,0.8578869047619048,rbf,color,16,64,0.90625,by_name,paul_cezanne,0.8095238095238095,105,scene
gpt-image-1,0.8875,0.8340773809523809,linear,color,16,64,0.90625,style_instruction,paul_cezanne,0.7619047619047619,105,scene
gpt-image-1,0.9694940476190477,0.9207589285714286,rbf,color,16,64,0.984375,style_instruction,paul_cezanne,0.8571428571428571,105,scene
gpt-image-1,0.859375,0.8058779761904762,linear,color,16,64,0.859375,style_aspects,paul_cezanne,0.7523809523809524,105,scene
gpt-image-1,0.9617559523809524,0.8925595238095239,rbf,color,16,64,0.9375,style_aspects,paul_cezanne,0.8476190476190476,105,scene
gpt-image-2,0.8811011904761905,0.8136904761904762,linear,color,16,64,0.875,by_name,paul_cezanne,0.7523809523809524,105,scene
gpt-image-2,0.9517857142857142,0.9034226190476191,rbf,color,16,64,0.96875,by_name,paul_cezanne,0.8380952380952381,105,scene
gpt-image-2,0.8800595238095238,0.8262648809523809,linear,color,16,64,0.890625,style_instruction,paul_cezanne,0.7619047619047619,105,scene
gpt-image-2,0.966220238095238,0.8782738095238095,rbf,color,16,64,0.9375,style_instruction,paul_cezanne,0.819047619047619,105,scene
gpt-image-2,0.8616071428571429,0.8119791666666667,linear,color,16,64,0.890625,style_aspects,paul_cezanne,0.7333333333333333,105,scene
gpt-image-2,0.9517857142857142,0.8799851190476191,rbf,color,16,64,0.921875,style_aspects,paul_cezanne,0.8380952380952381,105,scene
gpt-image-1,0.9702380952380952,0.9319940476190476,linear,spatial,16,64,0.96875,by_name,paul_cezanne,0.8952380952380953,105,scene
gpt-image-1,0.9723214285714286,0.9241815476190476,rbf,spatial,16,64,0.953125,by_name,paul_cezanne,0.8952380952380953,105,scene
gpt-image-1,0.965922619047619,0.9194196428571428,linear,spatial,16,64,0.953125,style_instruction,paul_cezanne,0.8857142857142857,105,scene
gpt-image-1,0.9651785714285714,0.9415178571428571,rbf,spatial,16,64,0.96875,style_instruction,paul_cezanne,0.9142857142857143,105,scene
gpt-image-1,0.9578869047619047,0.8830357142857144,linear,spatial,16,64,0.9375,style_aspects,paul_cezanne,0.8285714285714286,105,scene
gpt-image-1,0.9476190476190476,0.8881696428571428,rbf,spatial,16,64,0.890625,style_aspects,paul_cezanne,0.8857142857142857,105,scene
gpt-image-2,0.9644345238095238,0.9398065476190476,linear,spatial,16,64,0.984375,by_name,paul_cezanne,0.8952380952380953,105,scene
gpt-image-2,0.9608630952380952,0.9319940476190476,rbf,spatial,16,64,0.96875,by_name,paul_cezanne,0.8952380952380953,105,scene
gpt-image-2,0.9590773809523809,0.8895089285714286,linear,spatial,16,64,0.921875,style_instruction,paul_cezanne,0.8571428571428571,105,scene
gpt-image-2,0.9578869047619047,0.8851190476190476,rbf,spatial,16,64,0.875,style_instruction,paul_cezanne,0.8952380952380953,105,scene
gpt-image-2,0.9709821428571429,0.9081845238095239,linear,spatial,16,64,0.96875,style_aspects,paul_cezanne,0.8476190476190476,105,scene
gpt-image-2,0.9666666666666667,0.9085565476190476,rbf,spatial,16,64,0.921875,style_aspects,paul_cezanne,0.8952380952380953,105,scene
gpt-image-1,0.9956845238095238,0.9761904761904762,linear,texture,16,64,1.0,by_name,paul_cezanne,0.9523809523809523,105,scene
gpt-image-1,0.9986607142857142,0.9857142857142858,rbf,texture,16,64,1.0,by_name,paul_cezanne,0.9714285714285714,105,scene
gpt-image-1,0.9888392857142857,0.9510416666666667,linear,texture,16,64,0.96875,style_instruction,paul_cezanne,0.9333333333333333,105,scene
gpt-image-1,0.9922619047619048,0.9527529761904762,rbf,texture,16,64,0.953125,style_instruction,paul_cezanne,0.9523809523809523,105,scene
gpt-image-1,0.9895833333333334,0.9588541666666667,linear,texture,16,64,0.984375,style_aspects,paul_cezanne,0.9333333333333333,105,scene
gpt-image-1,0.9904761904761905,0.9622767857142858,rbf,texture,16,64,0.953125,style_aspects,paul_cezanne,0.9714285714285714,105,scene
gpt-image-2,0.990922619047619,0.9636160714285714,linear,texture,16,64,0.984375,by_name,paul_cezanne,0.9428571428571428,105,scene
gpt-image-2,0.9930059523809524,0.965327380952381,rbf,texture,16,64,0.96875,by_name,paul_cezanne,0.9619047619047619,105,scene
gpt-image-2,0.9883928571428572,0.9384672619047619,linear,texture,16,64,0.953125,style_instruction,paul_cezanne,0.9238095238095239,105,scene
gpt-image-2,0.9900297619047619,0.9371279761904762,rbf,texture,16,64,0.921875,style_instruction,paul_cezanne,0.9523809523809523,105,scene
gpt-image-2,0.9924107142857143,0.9588541666666667,linear,texture,16,64,0.984375,style_aspects,paul_cezanne,0.9333333333333333,105,scene
gpt-image-2,0.9950892857142857,0.9622767857142858,rbf,texture,16,64,0.953125,style_aspects,paul_cezanne,0.9714285714285714,105,scene
