attempt_count,attempts,known_cost_usd,observed,observed.format,observed.height,observed.image_bytes,observed.image_sha256,observed.minimum_512,observed.mode,observed.reported.background,observed.reported.model,observed.reported.output_format,observed.reported.quality,observed.reported.size,observed.square_1024,observed.width,pending_attempts,request_id,response_path,response_sha256,selected_attempt,selected_terminal_event_sha256,sequence,status,stored_response_sha256,unknown_cost
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""883449fbea50369e76d9f7f1e0f07443099c2441725cc459c4fcfd2d803a9908"", ""status"": ""image_returned""}]",0.0,,PNG,1117,3266078,be96339b3b40cca3c7c4f0e4e2441a9c5d205e23e679bef443bc5a4433943fa2,True,RGB,opaque,,png,low,1408x1117,False,1408,[],prv2:built_houses:r02:generic:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0035-a1.json.gz,bed756eb82f39a854424e0eb792d7fd4423057247565146078fa783bd711bfe8,1,883449fbea50369e76d9f7f1e0f07443099c2441725cc459c4fcfd2d803a9908,35,image_returned,777075cd8b4f0089fe9894d0d51cc9dffe4b0414609f9d57d6f39e7394af86f8,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""3aea6ccb9d77c246d9dba96731a2d31b9b16069d31ed215ac892ea3e6b5f37e9"", ""status"": ""image_returned""}]",0.0,,PNG,1125,3288509,d8b9acfbaf231a75d064f763fbebbd0cf95534f12ab18890bd4ebb6c031a5ad4,True,RGB,opaque,,png,low,1398x1125,False,1398,[],prv2:built_houses:r02:monet:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0036-a1.json.gz,a44e7a9d6d88eabd8e0c18dca30c2b96c351002c3599b8e19462d598f53abf8b,1,3aea6ccb9d77c246d9dba96731a2d31b9b16069d31ed215ac892ea3e6b5f37e9,36,image_returned,f2943f2c839ec8cfd28977fddf98d52809c3e93489abbf41b6d2025dc6471cbe,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""82c5433a219f7d26ab73e0fd53d9ec82eace5ecc4cc0064f34ccb3f3ef63c12d"", ""status"": ""image_returned""}]",0.0,,PNG,1162,3127107,d197d9f446abf0802c15805d0698f4eb00471711a67868273c1453630da6bc13,True,RGB,opaque,,png,low,1354x1162,False,1354,[],prv2:built_houses:r02:free:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0037-a1.json.gz,2f736ebba3118acf1a3124d4464fde8d70527000b23ba7d2375f8bbfe4522d0e,1,82c5433a219f7d26ab73e0fd53d9ec82eace5ecc4cc0064f34ccb3f3ef63c12d,37,image_returned,bc57e8be5b46a3d576385b04ffa6330c49c131e3b0ae188d3169b9d20f19bd93,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""1bd5a2f8c717ecaa40d4156c444a1819fd1c0b6f0acf54fbb43fd1effbeab142"", ""status"": ""image_returned""}]",0.0,,PNG,1121,2702894,77dcccd83381dbae0f8dd8d0af3786c784610d8aa7e7df0c11a62e6ad87df90c,True,RGB,opaque,,png,low,1403x1121,False,1403,[],prv2:built_houses:r02:cezanne:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0038-a1.json.gz,99ebac046589f103c61a7f1fef1d7a9fa1475b4f62ab58091b9988cd6df215a5,1,1bd5a2f8c717ecaa40d4156c444a1819fd1c0b6f0acf54fbb43fd1effbeab142,38,image_returned,535fd5d2d8b4ec66d58b135545cf03faa98dfa79702bf36f937b789e8c17363a,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""fabba77c8d5a74f38095d4a8fc7e4ed1be686077eb5caf9efad607c4899c8091"", ""status"": ""image_returned""}]",0.0,,PNG,1122,2694517,6d7b0771fd3b2173ac66f21ccecdb0d56aba27cddb944e63ac4ab87924097922,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:built_houses:r02:monet:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0039-a1.json.gz,1d17dc416a989f8ff189b4e629bee4d3860a42a1a1f313c0020893c08888d266,1,fabba77c8d5a74f38095d4a8fc7e4ed1be686077eb5caf9efad607c4899c8091,39,image_returned,93e49ae67cf10bd06c8be4d0ee5d80e699257e0e24b824a08344ef6490712b32,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""104cfc09b7963e46a0a0c3180fdb76c342a9f8d2d1c5a49b1cb81936dc1dd52a"", ""status"": ""image_returned""}]",0.0,,PNG,1122,3246217,d452551f6efef10d55532bbcdd6c84d3cfd41834356c37cee7efd17dac2f1868,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:land_fields:r00:monet:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0040-a1.json.gz,6dd613a311ef9c7d1a8b0c8bb84ce26f06184d2a62478916b384a9cc96219ade,1,104cfc09b7963e46a0a0c3180fdb76c342a9f8d2d1c5a49b1cb81936dc1dd52a,40,image_returned,12b2b8e50e886da2fc192ac770c8ed7eafa09744d5e44585f052fdc5640a664e,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""1037a28c4d3032c6f126ad75708f4f4d9d63a8d926bbb0f8d83f6bcee58d1758"", ""status"": ""image_returned""}]",0.0,,PNG,1119,3258926,42004e0a0cb04dcb506910de9ee5339e2514f99a02ad8a91a4478f812c2362b4,True,RGB,opaque,,png,low,1405x1119,False,1405,[],prv2:land_fields:r00:free:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0041-a1.json.gz,abfcfea67a2206793a71c20a9aa8d30bb974622364001e0cb13a63db11d2ed9d,1,1037a28c4d3032c6f126ad75708f4f4d9d63a8d926bbb0f8d83f6bcee58d1758,41,image_returned,518312529e3d18a0024bed902c0674e0d997cf9a96eff1a6aa2fd4a8fcb1a050,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""d3a84334f81a44d4aaa51ade80c1de1bc28be1f7c0c6848099c5c90c2608219c"", ""status"": ""image_returned""}]",0.0,,PNG,1120,2423673,ed0f362fa18f149b349539e8ca89016a6c14fdb66a03429f52d1b261bf8e39cb,True,RGB,opaque,,png,low,1405x1120,False,1405,[],prv2:land_fields:r00:free:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0042-a1.json.gz,4418ad60b66b91a94d5e3bd3f6abaf58b5009d0e3b248a654223de8f86547575,1,d3a84334f81a44d4aaa51ade80c1de1bc28be1f7c0c6848099c5c90c2608219c,42,image_returned,98ff6ea24d9d9ad8ec4e74148a72899cfe06c79a5a581719e140790f2cf26734,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""d404b9621275a76e71ba0d659b1f911b0883a3e66c906b071485cee4a7336901"", ""status"": ""image_returned""}]",0.0,,PNG,1125,2584542,7f9954545ac654015be8e0b3126ceae48ef16d0e86e7711acb1ee7edd03905d6,True,RGB,opaque,,png,low,1398x1125,False,1398,[],prv2:land_fields:r00:cezanne:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0043-a1.json.gz,8f8124b9a13d70f098725be8edb46ea3386385732eae90da9f4bdbbf2c1d94c4,1,d404b9621275a76e71ba0d659b1f911b0883a3e66c906b071485cee4a7336901,43,image_returned,1be211668dc0440959bde3c6c306c74682cf4e712aa9b2c522b6ea4868980781,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""89ce6c68ec48e970ce08a9427314077d0e18c8c6bdbfb078fa1422dd387fcfd3"", ""status"": ""image_returned""}]",0.0,,PNG,1120,2622704,00fbb30a35cfbd0adba6517a37e7cb1147add8c1c630b54da345a4fda9ecbabe,True,RGB,opaque,,png,low,1405x1120,False,1405,[],prv2:land_fields:r00:generic:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0044-a1.json.gz,a05db1e36872f3c5076e8a67ed9e352e67157716167988bc41231867d45d1e6f,1,89ce6c68ec48e970ce08a9427314077d0e18c8c6bdbfb078fa1422dd387fcfd3,44,image_returned,1fd651ff57fc4b4c37ec9653d76795e996cd85ac36971e6c2ba29d5f81b4f1da,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""ad8d28c6a54ce7ccabf15c04938230efed9ba0d3fbcfa281b1e8fe0fc03d7b4c"", ""status"": ""image_returned""}]",0.0,,PNG,1122,2806538,fa5c36b5eb96fdf2a4d59d9d9240898fee3d24c869200cc94ef5eec13afacd17,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:land_fields:r00:cezanne:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0045-a1.json.gz,3d58cb203ea1a9e8fa61694e208444231557574ec62c298c039cc2e3da2626c9,1,ad8d28c6a54ce7ccabf15c04938230efed9ba0d3fbcfa281b1e8fe0fc03d7b4c,45,image_returned,a54ee46135a2c3cbf7826b79546a63e722188b6dfc49cff1f2f7335557f8fe5e,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""3a6a8352cda10337d9d1db0ff03f1580f4a47a6c61542aed737b5c7a054f1a7d"", ""status"": ""image_returned""}]",0.0,,PNG,1122,3005480,2e093df9f2db405a57b99436fd4f589da35e13c1fab4d05f678e3cae75b4af64,True,RGB,opaque,,png,low,1402x1122,False,1402,[],prv2:land_fields:r00:generic:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0046-a1.json.gz,a04ae27c40f0c3597fd7e22fbcc49059096da50b77226abcbf41f0e1464a1818,1,3a6a8352cda10337d9d1db0ff03f1580f4a47a6c61542aed737b5c7a054f1a7d,46,image_returned,64dae2a2ae5e8706d52b2534b6acca56f2df566b4e5784886e8c0d3e79f893bf,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""10edc96e7166f710d2a312470e153825aceb633f3e4a444520832f5979e937f5"", ""status"": ""image_returned""}]",0.0,,PNG,1120,2569308,dace141818959c4e4aa8cfe34f1d18b1929c97e6d6cd8ceb100deaadb9d8a028,True,RGB,opaque,,png,low,1404x1120,False,1404,[],prv2:land_fields:r00:monet:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0047-a1.json.gz,ed930acc07f6ea9dc4c090297008a4bdc4af2ff10d5fd868df8d90691468f84e,1,10edc96e7166f710d2a312470e153825aceb633f3e4a444520832f5979e937f5,47,image_returned,bb27da5fe8b5ec1a393806e4059659e6db1c15a18912bb01685beebce3b7add3,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""3b8aa68accbba9a16f8b37865903593a59ad8df87a153b6a788db3d39a524544"", ""status"": ""image_returned""}]",0.0,,PNG,1121,2803857,0e78484f0238e5081b88c47eac3d5a9def1f6089a910aa01e31be1662d070dc6,True,RGB,opaque,,png,low,1403x1121,False,1403,[],prv2:land_fields:r01:cezanne:vivid,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0048-a1.json.gz,4e54d2bdd0c569bd9012e8e44b696b45b870206457a6873a649f631e43ddb521,1,3b8aa68accbba9a16f8b37865903593a59ad8df87a153b6a788db3d39a524544,48,image_returned,59646858126f7e04cecc02bfe3540793b41937e6207747d1827d8c04f2778768,False
1,"[{""attempt"": 1, ""cost_usd"": 0.0, ""event_sha256"": ""7e7a00eb47f533a0cb2520101a70f1b6e51fe639028a254d3557fcefa51ddb00"", ""status"": ""image_returned""}]",0.0,,PNG,1120,2629952,f9d8766f3b4d344756a82a9470c69f0c476f5845445d3d9bf8f622fe031e4bbe,True,RGB,opaque,,png,low,1405x1120,False,1405,[],prv2:land_fields:r01:generic:muted,research_workspace/painter_responsiveness_v2/prv2-oauth-20260908/responses/0049-a1.json.gz,2529ce4c6e12b8ac3342804abf81c28cd2fa176a8d5d13d73cfad269cb61f6cb,1,7e7a00eb47f533a0cb2520101a70f1b6e51fe639028a254d3557fcefa51ddb00,49,image_returned,03b6905370e99124a9f3dc327a376ba01c7364238c2560f3c1247a2d5d0e25d2,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r01:monet:vivid,,,,,50,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r01:free:muted,,,,,51,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r01:monet:muted,,,,,52,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r01:generic:vivid,,,,,53,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r01:cezanne:muted,,,,,54,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r01:free:vivid,,,,,55,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r03:free:muted,,,,,56,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r03:generic:vivid,,,,,57,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r03:monet:muted,,,,,58,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r03:generic:muted,,,,,59,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r03:monet:vivid,,,,,60,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r03:free:vivid,,,,,61,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r03:cezanne:muted,,,,,62,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r03:cezanne:vivid,,,,,63,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r00:generic:muted,,,,,64,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r00:monet:vivid,,,,,65,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r00:cezanne:muted,,,,,66,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r00:generic:vivid,,,,,67,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r00:monet:muted,,,,,68,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r00:cezanne:vivid,,,,,69,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r00:free:muted,,,,,70,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r00:free:vivid,,,,,71,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r00:generic:muted,,,,,72,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r00:free:muted,,,,,73,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r00:monet:vivid,,,,,74,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r00:generic:vivid,,,,,75,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r00:cezanne:vivid,,,,,76,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r00:monet:muted,,,,,77,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r00:cezanne:muted,,,,,78,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r00:free:vivid,,,,,79,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r03:generic:vivid,,,,,80,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r03:cezanne:vivid,,,,,81,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r03:cezanne:muted,,,,,82,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r03:monet:muted,,,,,83,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r03:monet:vivid,,,,,84,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r03:free:vivid,,,,,85,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r03:free:muted,,,,,86,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r03:generic:muted,,,,,87,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r03:generic:vivid,,,,,88,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r03:monet:vivid,,,,,89,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r03:free:muted,,,,,90,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r03:cezanne:vivid,,,,,91,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r03:monet:muted,,,,,92,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r03:free:vivid,,,,,93,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r03:generic:muted,,,,,94,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_fields:r03:cezanne:muted,,,,,95,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r02:generic:muted,,,,,96,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r02:free:vivid,,,,,97,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r02:cezanne:vivid,,,,,98,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r02:free:muted,,,,,99,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r02:cezanne:muted,,,,,100,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r02:generic:vivid,,,,,101,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r02:monet:muted,,,,,102,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r02:monet:vivid,,,,,103,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r01:cezanne:vivid,,,,,104,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r01:free:vivid,,,,,105,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r01:generic:vivid,,,,,106,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r01:monet:vivid,,,,,107,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r01:generic:muted,,,,,108,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r01:cezanne:muted,,,,,109,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r01:monet:muted,,,,,110,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r01:free:muted,,,,,111,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r00:monet:vivid,,,,,112,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r00:generic:muted,,,,,113,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r00:free:muted,,,,,114,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r00:cezanne:vivid,,,,,115,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r00:cezanne:muted,,,,,116,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r00:free:vivid,,,,,117,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r00:generic:vivid,,,,,118,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_houses:r00:monet:muted,,,,,119,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r02:generic:vivid,,,,,120,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r02:generic:muted,,,,,121,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r02:free:muted,,,,,122,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r02:cezanne:muted,,,,,123,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r02:free:vivid,,,,,124,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r02:monet:muted,,,,,125,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r02:monet:vivid,,,,,126,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r02:cezanne:vivid,,,,,127,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r01:free:muted,,,,,128,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r01:monet:muted,,,,,129,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r01:generic:muted,,,,,130,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r01:monet:vivid,,,,,131,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r01:cezanne:vivid,,,,,132,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r01:free:vivid,,,,,133,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r01:generic:vivid,,,,,134,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r01:cezanne:muted,,,,,135,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r03:free:vivid,,,,,136,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r03:free:muted,,,,,137,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r03:monet:muted,,,,,138,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r03:generic:vivid,,,,,139,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r03:generic:muted,,,,,140,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r03:monet:vivid,,,,,141,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r03:cezanne:muted,,,,,142,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r03:cezanne:vivid,,,,,143,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r02:cezanne:vivid,,,,,144,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r02:free:muted,,,,,145,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r02:monet:vivid,,,,,146,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r02:generic:vivid,,,,,147,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r02:monet:muted,,,,,148,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r02:generic:muted,,,,,149,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r02:free:vivid,,,,,150,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r02:cezanne:muted,,,,,151,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r00:generic:vivid,,,,,152,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r00:free:muted,,,,,153,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r00:monet:vivid,,,,,154,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r00:generic:muted,,,,,155,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r00:monet:muted,,,,,156,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r00:free:vivid,,,,,157,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r00:cezanne:vivid,,,,,158,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_bend:r00:cezanne:muted,,,,,159,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r03:free:muted,,,,,160,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r03:generic:vivid,,,,,161,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r03:cezanne:vivid,,,,,162,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r03:monet:muted,,,,,163,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r03:generic:muted,,,,,164,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r03:cezanne:muted,,,,,165,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r03:monet:vivid,,,,,166,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r03:free:vivid,,,,,167,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r00:generic:vivid,,,,,168,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r00:generic:muted,,,,,169,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r00:free:muted,,,,,170,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r00:free:vivid,,,,,171,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r00:monet:muted,,,,,172,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r00:cezanne:vivid,,,,,173,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r00:cezanne:muted,,,,,174,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:land_garden:r00:monet:vivid,,,,,175,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r03:generic:muted,,,,,176,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r03:monet:vivid,,,,,177,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r03:cezanne:vivid,,,,,178,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r03:cezanne:muted,,,,,179,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r03:free:vivid,,,,,180,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r03:free:muted,,,,,181,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r03:generic:vivid,,,,,182,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:water_river:r03:monet:muted,,,,,183,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r01:cezanne:vivid,,,,,184,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r01:monet:muted,,,,,185,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r01:monet:vivid,,,,,186,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r01:cezanne:muted,,,,,187,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r01:generic:muted,,,,,188,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r01:free:vivid,,,,,189,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r01:free:muted,,,,,190,never_started,,False
0,[],0.0,,,,,,,,,,,,,,,[],prv2:built_village:r01:generic:vivid,,,,,191,never_started,,False
