cost_usd,reported_quality,request_id,status,status_code
0.0,low,slot0780,image_returned,200
0.0,low,slot0781,image_returned,200
0.068233,,slot0782,image_returned,200
0.068415,,slot0783,image_returned,200
0.07,,slot0784,image_returned,200
0.07,,slot0785,image_returned,200
0.068356,,slot0786,image_returned,200
0.06843,,slot0787,image_returned,200
0.0,low,slot0788,image_returned,200
0.0,low,slot0789,image_returned,200
0.0,low,slot0790,image_returned,200
0.0,low,slot0791,image_returned,200
0.0,low,slot0792,image_returned,200
0.0,low,slot0793,image_returned,200
0.07,,slot0794,image_returned,200
0.07,,slot0795,image_returned,200
0.068429,,slot0796,image_returned,200
0.0684745,,slot0797,image_returned,200
0.0684705,,slot0798,image_returned,200
0.0684635,,slot0799,image_returned,200
0.07,,slot0800,image_returned,200
0.07,,slot0801,image_returned,200
0.07,,slot0802,image_returned,200
0.07,,slot0803,image_returned,200
0.068278,,slot0804,image_returned,200
0.0681075,,slot0805,image_returned,200
0.068377,,slot0806,image_returned,200
0.0682865,,slot0807,image_returned,200
0.0684585,,slot0808,image_returned,200
0.0684035,,slot0809,image_returned,200
0.07,,slot0810,image_returned,200
0.07,,slot0811,image_returned,200
0.07,,slot0812,image_returned,200
0.07,,slot0813,image_returned,200
0.0,low,slot0814,image_returned,200
0.0,low,slot0815,image_returned,200
0.0,low,slot0816,image_returned,200
0.0683055,,slot0817,image_returned,200
0.0683215,,slot0818,image_returned,200
0.0,low,slot0819,image_returned,200
0.0,low,slot0820,image_returned,200
0.0,low,slot0821,image_returned,200
0.0,low,slot0822,image_returned,200
0.0,low,slot0823,image_returned,200
0.0,low,slot0824,image_returned,200
0.0,medium,slot0825,image_returned,200
0.0,low,slot0826,image_returned,200
0.0,low,slot0827,image_returned,200
0.0684065,,slot0828,image_returned,200
0.068391,,slot0829,image_returned,200
0.07,,slot0830,image_returned,200
0.07,,slot0831,image_returned,200
0.0683205,,slot0832,image_returned,200
0.0684535,,slot0833,image_returned,200
0.07,,slot0834,image_returned,200
0.07,,slot0835,image_returned,200
0.07,,slot0836,image_returned,200
0.07,,slot0837,image_returned,200
0.0,low,slot0838,image_returned,200
0.0,low,slot0839,image_returned,200
0.0,low,slot0840,image_returned,200
0.0683645,,slot0841,image_returned,200
0.068415,,slot0842,image_returned,200
0.0,low,slot0843,image_returned,200
0.0,low,slot0844,image_returned,200
0.0,low,slot0845,image_returned,200
0.0,low,slot0846,image_returned,200
0.0,low,slot0847,image_returned,200
0.0,medium,slot0848,image_returned,200
0.0683295,,slot0849,image_returned,200
0.068489,,slot0850,image_returned,200
0.0,low,slot0851,image_returned,200
0.0,low,slot0852,image_returned,200
0.0,low,slot0853,image_returned,200
0.068412,,slot0854,image_returned,200
0.068444,,slot0855,image_returned,200
0.07,,slot0856,image_returned,200
0.07,,slot0857,image_returned,200
0.068369,,slot0858,image_returned,200
0.0684565,,slot0859,image_returned,200
0.0,low,slot0860,image_returned,200
0.0,low,slot0861,image_returned,200
0.0,low,slot0862,image_returned,200
0.07,,slot0863,image_returned,200
0.07,,slot0864,image_returned,200
0.07,,slot0865,image_returned,200
0.07,,slot0866,image_returned,200
0.0,low,slot0867,image_returned,200
0.0,low,slot0868,image_returned,200
0.0,low,slot0869,image_returned,200
0.07,,slot0870,image_returned,200
0.07,,slot0871,image_returned,200
0.0,low,slot0872,image_returned,200
0.0,low,slot0873,image_returned,200
0.0,low,slot0874,image_returned,200
0.0683705,,slot0875,image_returned,200
0.068443,,slot0876,image_returned,200
0.07,,slot0877,image_returned,200
0.07,,slot0878,image_returned,200
0.0,low,slot0879,image_returned,200
0.0,low,slot0880,image_returned,200
0.0,low,slot0881,image_returned,200
0.07,,slot0882,image_returned,200
0.07,,slot0883,image_returned,200
0.0684015,,slot0884,image_returned,200
0.0684295,,slot0885,image_returned,200
0.07,,slot0886,image_returned,200
0.07,,slot0887,image_returned,200
0.0,low,slot0888,image_returned,200
0.0,low,slot0889,image_returned,200
0.0,low,slot0890,image_returned,200
0.0,low,slot0891,image_returned,200
0.0,low,slot0892,image_returned,200
0.0,low,slot0893,image_returned,200
0.0,low,slot0894,image_returned,200
0.0,low,slot0895,image_returned,200
0.0,low,slot0896,image_returned,200
0.07,,slot0897,image_returned,200
0.07,,slot0898,image_returned,200
0.07,,slot0899,image_returned,200
0.07,,slot0900,image_returned,200
0.07,,slot0901,image_returned,200
0.07,,slot0902,image_returned,200
0.0683695,,slot0903,image_returned,200
0.068396,,slot0904,image_returned,200
0.0,low,slot0905,image_returned,200
0.0,low,slot0906,image_returned,200
0.0,low,slot0907,image_returned,200
0.07,,slot0908,image_returned,200
0.07,,slot0909,image_returned,200
0.0683865,,slot0910,image_returned,200
0.0685,,slot0911,image_returned,200
0.0,low,slot0912,image_returned,200
0.0,low,slot0913,image_returned,200
0.0,low,slot0914,image_returned,200
0.07,,slot0915,image_returned,200
0.07,,slot0916,image_returned,200
0.0,low,slot0917,image_returned,200
0.0,low,slot0918,image_returned,200
0.0,low,slot0919,image_returned,200
0.07,,slot0920,image_returned,200
0.07,,slot0921,image_returned,200
0.0682415,,slot0922,image_returned,200
0.068409,,slot0923,image_returned,200
0.0,low,slot0924,image_returned,200
0.0,low,slot0925,image_returned,200
0.0,low,slot0926,image_returned,200
0.0685515,,slot0927,image_returned,200
0.0684205,,slot0928,image_returned,200
0.07,,slot0929,image_returned,200
0.07,,slot0930,image_returned,200
0.06832,,slot0931,image_returned,200
0.0683585,,slot0932,image_returned,200
0.068346,,slot0933,image_returned,200
0.0683545,,slot0934,image_returned,200
0.07,,slot0935,image_returned,200
0.07,,slot0936,image_returned,200
0.07,,slot0937,image_returned,200
0.07,,slot0938,image_returned,200
0.068341,,slot0939,image_returned,200
0.0681255,,slot0940,image_returned,200
0.07,,slot0941,image_returned,200
0.07,,slot0942,image_returned,200
0.0,low,slot0943,image_returned,200
0.0,low,slot0944,image_returned,200
0.0,low,slot0945,image_returned,200
0.0,low,slot0946,image_returned,200
0.0,low,slot0947,image_returned,200
0.0,low,slot0948,image_returned,200
0.0,low,slot0949,image_returned,200
0.0,low,slot0950,image_returned,200
0.0,low,slot0951,image_returned,200
0.0,low,slot0952,image_returned,200
0.0,low,slot0953,image_returned,200
0.0,low,slot0954,image_returned,200
0.068498,,slot0955,image_returned,200
0.0684405,,slot0956,image_returned,200
0.068253,,slot0957,image_returned,200
0.068315,,slot0958,image_returned,200
0.0,low,slot0959,image_returned,200
0.0,low,slot0960,image_returned,200
0.0,low,slot0961,image_returned,200
0.0,low,slot0962,image_returned,200
0.0,low,slot0963,image_returned,200
0.0,low,slot0964,image_returned,200
0.07,,slot0965,image_returned,200
0.07,,slot0966,image_returned,200
0.07,,slot0967,image_returned,200
0.07,,slot0968,image_returned,200
0.068324,,slot0969,image_returned,200
0.068398,,slot0970,image_returned,200
0.06829,,slot0971,image_returned,200
0.068346,,slot0972,image_returned,200
0.0684495,,slot0973,image_returned,200
0.0684845,,slot0974,image_returned,200
0.0,low,slot0975,image_returned,200
0.0,low,slot0976,image_returned,200
0.0,low,slot0977,image_returned,200
0.068413,,slot0978,image_returned,200
0.068426,,slot0979,image_returned,200
0.07,,slot0980,image_returned,200
0.07,,slot0981,image_returned,200
0.0,low,slot0982,image_returned,200
0.0,low,slot0983,image_returned,200
0.0,low,slot0984,image_returned,200
0.0684455,,slot0985,image_returned,200
0.068424,,slot0986,image_returned,200
0.07,,slot0987,image_returned,200
0.07,,slot0988,image_returned,200
0.07,,slot0989,image_returned,200
0.07,,slot0990,image_returned,200
0.0683475,,slot0991,image_returned,200
0.068465,,slot0992,image_returned,200
0.0676385,,slot0993,image_returned,200
0.0682345,,slot0994,image_returned,200
0.0,low,slot0995,image_returned,200
0.0,low,slot0996,image_returned,200
0.0,low,slot0997,image_returned,200
0.07,,slot0998,image_returned,200
0.07,,slot0999,image_returned,200
0.0,low,slot1000,image_returned,200
0.0,low,slot1001,image_returned,200
0.0,low,slot1002,image_returned,200
0.0,low,slot1003,image_returned,200
0.0,low,slot1004,image_returned,200
0.0,low,slot1005,image_returned,200
0.06835,,slot1006,image_returned,200
0.068364,,slot1007,image_returned,200
