after,after_energy,after_image_ids.n,after_reference_trace_ratio,before,before_energy,before_image_ids.n,before_reference_trace_ratio,distinct_briefs,energy_change,energy_term_changes.cross_twice,energy_term_changes.energy,energy_term_changes.generated_within,energy_term_changes.reference_within,excluded_pairs.n,generated_decomposition_ratios.between_brief_means,generated_decomposition_ratios.between_brief_within_class,generated_decomposition_ratios.between_class,generated_decomposition_ratios.total_trace,generated_decomposition_ratios.within_brief,generated_decomposition_ratios.within_class,generated_squared_iqr_sum_ratio,generated_total_trace_ratio,metric_view,n_pairs,n_reference,painter_id,pipeline,route,status,target.built,target.land,target.water
named,0.3832998314974325,72,0.41066606567018366,artist_free,0.47291219730965395,72,1.2149123751336202,24,-0.08961236581222143,-0.88864757557702,-0.08961236581222143,-0.7990352097647986,0.0,0,0.33516402536325485,0.2823798104985203,0.7002823019093666,0.33802113969331926,0.3496207995129404,0.2971674002103868,0.36544775799556134,0.3380211396933192,family_balanced31,72,38,claude_monet,resolution256,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.26344651464084334,72,0.538337094011162,artist_free,0.5612279117120456,72,1.2508852188709954,24,-0.2977813970712022,-0.8513083811577062,-0.2977813970712022,-0.5535269840865038,0.0,0,0.42700378628009295,0.38929701140483675,0.7454903799146342,0.43036490150315,0.44080896350014015,0.4029303612270698,0.6020319061272493,0.4303649015031499,family_balanced31,72,32,paul_cezanne,resolution256,flux_2_max,descriptive,0.34375,0.5625,0.09375
named,0.9628483297073558,72,0.8251848723682538,artist_free,1.1680563875052914,72,1.2545826219354679,24,-0.2052080577979356,-0.5780753235586422,-0.2052080577979356,-0.3728672657607066,0.0,0,0.6595609755412843,0.6418111687913763,0.7946254167883525,0.6577365714624882,0.652094816423942,0.644565820490199,0.8442281773022086,0.6577365714624883,family_balanced31,72,38,claude_monet,resolution256,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,1.033279426096743,72,0.8082727508051377,artist_free,1.4325747368208708,72,1.830579010407217,24,-0.3992953107241277,-1.0047514290613844,-0.3992953107241277,-0.6054561183372567,0.0,0,0.3630279840648281,0.3630593562473382,0.3626987855253869,0.44153939611999343,0.6368990929033076,0.44675638625514164,0.6145245335305022,0.44153939611999343,family_balanced31,72,32,paul_cezanne,resolution256,nano_banana_2,descriptive,0.34375,0.5625,0.09375
named,0.5291699134691625,72,0.4655418444061274,artist_free,0.5044138330781078,72,0.7217379172776486,24,0.024756080391054702,-0.2955237708964793,0.024756080391054702,-0.320279851287534,0.0,0,0.594654273826825,0.5551512755932866,0.7888112416524664,0.6450289409237674,0.9927505155597535,0.6201182111699118,0.5774580036657386,0.6450289409237674,family_balanced31,72,38,claude_monet,resolution256,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.47502914922672956,72,0.4741101961220984,artist_free,0.6253672194943811,72,0.7130634152233499,24,-0.15033807026765156,-0.40915636177831205,-0.15033807026765156,-0.25881829151066027,0.0,0,0.571884111078753,0.556825549770655,0.6870897165326335,0.6648920502724079,1.3489574800852913,0.6623772066220126,0.5305052528314068,0.6648920502724079,family_balanced31,72,32,paul_cezanne,resolution256,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
named,1.0156604773537374,72,0.4664795600077919,artist_free,1.3228715072230903,72,1.3813142100183118,24,-0.3072110298693529,-2.4062541540570734,-0.3072110298693529,-2.0990431241877205,0.0,0,0.3342274684078456,0.2725393382589058,0.7879072092704169,0.33770705942539175,0.352660213535156,0.2892905048149588,0.3547662760180302,0.33770705942539164,no_texture19,72,38,claude_monet,resolution256,flux_2_max,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.6913821634359447,72,0.605330111376602,artist_free,1.2112079388880064,72,1.4863441143897675,24,-0.5198257754520617,-2.035345317225781,-0.5198257754520617,-1.5155195417737195,0.0,0,0.3984787533213809,0.35934664940537225,0.7617041522964056,0.4072610814119084,0.4361692503794488,0.37869014529295814,0.5711479994100347,0.40726108141190837,no_texture19,72,32,paul_cezanne,resolution256,flux_2_max,descriptive,0.34375,0.5625,0.09375
named,2.1221774011569634,72,0.7711007505089373,artist_free,1.706239700926421,72,1.0868189259258512,24,0.41593770023054244,-0.34707270899204623,0.41593770023054244,-0.7630104092225887,0.0,0,0.714093810206092,0.677293612386923,0.9697831653140392,0.7095025050764951,0.692615879977775,0.6809286096918113,0.9098922455855485,0.7095025050764953,no_texture19,72,38,claude_monet,resolution256,nano_banana_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,2.120056649234019,72,0.8068648269240328,artist_free,2.333681483647614,72,1.4894325478671464,24,-0.21362483441359492,-1.3282362763414,-0.21362483441359492,-1.114611441927805,0.0,0,0.41188998763077467,0.41502650052301665,0.38182769061349664,0.5417263293188105,1.016276389132888,0.5545381403565517,0.7374181722288001,0.5417263293188106,no_texture19,72,32,paul_cezanne,resolution256,nano_banana_2,descriptive,0.34375,0.5625,0.09375
named,1.3568863240178022,72,0.5160198577681147,artist_free,0.955581291822428,72,0.7593522680896014,24,0.40130503219537417,-0.33224484280908406,0.40130503219537417,-0.7335498750044582,0.0,0,0.6322362107725641,0.588624983931736,0.8244019555496627,0.6795526654135519,1.0101562626741425,0.6515900171572994,0.5959605842252172,0.6795526654135519,no_texture19,72,38,claude_monet,resolution256,oauth_gpt_image_2,descriptive,0.10526315789473684,0.34210526315789475,0.5526315789473685
named,0.7744820823870024,72,0.5513316602762061,artist_free,0.988918146522578,72,0.72120616424136,24,-0.2144360641355756,-0.6921068253643732,-0.2144360641355756,-0.4776707612287976,0.0,0,0.6579029133430894,0.6403014304975742,0.787989374783972,0.7644577758929088,1.5298777750610837,0.7617083476713091,0.5862908831657018,0.7644577758929091,no_texture19,72,32,paul_cezanne,resolution256,oauth_gpt_image_2,descriptive,0.34375,0.5625,0.09375
