brief_id,components.n,condition_order.n,crosses_component,gap_above_120_seconds,painter_id,repetition,request_ids.n,route,start_gap_seconds
built02,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,50.52714991569519
built02,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,43.99541783332825
built02,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,56.910284996032715
built03,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,44.74309492111206
built03,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,51.803194999694824
built03,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,55.25543999671936
built04,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,47.77553081512451
built04,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,73.93348288536072
built04,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,64.20617198944092
built05,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,34.52839016914368
built05,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,51.65037202835083
built05,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,43.08592510223389
built06,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,49.83913803100586
built06,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,54.96728706359863
built06,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,42.23107695579529
built07,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,53.95324993133545
built07,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,51.21156406402588
built07,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,52.1451370716095
built08,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,49.80126595497131
built08,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,45.56702280044556
built08,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,45.68422985076904
land01,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,57.508471965789795
land01,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,45.0591881275177
land01,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,53.95724010467529
land02,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,62.404764890670776
land02,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,53.45866513252258
land02,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,52.109591007232666
land03,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,53.05958604812622
land03,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,50.41153001785278
land03,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,53.85059690475464
land04,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,55.837278842926025
land04,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,57.03157019615173
land04,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,52.83554482460022
land05,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,45.62705898284912
land05,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,51.32765316963196
land05,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,41.63653206825256
land06,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,51.5103600025177
land06,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,58.277522802352905
land06,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,43.78657603263855
land07,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,52.295310974121094
land07,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,55.55542707443237
land07,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,46.96645998954773
land08,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,48.26510787010193
land08,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,46.62812113761902
land08,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,50.27765393257141
water01,2,3,True,True,paul_cezanne,0,3,oauth_gpt_image_2,953.8709540367126
water01,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,44.919891119003296
water01,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,53.15734887123108
water02,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,50.73453402519226
water02,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,54.64030599594116
water02,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,49.86562204360962
water03,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,56.34666395187378
water03,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,50.968015909194946
water03,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,63.06161093711853
water04,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,44.282382011413574
water04,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,61.13808989524841
water04,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,57.39864802360535
water05,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,48.35487198829651
water05,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,50.46728301048279
water05,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,46.30565810203552
water06,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,51.583296060562134
water06,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,59.57492208480835
water06,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,49.43549394607544
water07,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,56.84648299217224
water07,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,51.469160079956055
water07,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,58.93721890449524
water08,1,3,False,False,paul_cezanne,0,3,oauth_gpt_image_2,50.88216519355774
water08,1,3,False,False,paul_cezanne,1,3,oauth_gpt_image_2,45.5355749130249
water08,1,3,False,False,paul_cezanne,2,3,oauth_gpt_image_2,48.920215129852295
