painter_id,route,condition,k,status,mode,sample_size,reference_n,coverage,reason,size_label,coverage.n,maximum,median,minimum,per_reference_hit_frequency.n,quantile05,quantile95,sample_design_index
paul_cezanne,oauth_gpt_image_2,generic_named,1,available,uniform,16,32,,,half_reference_n,100,0.3125,0.21875,0.125,32,0.15625,0.3125,0
paul_cezanne,oauth_gpt_image_2,generic_named,1,available,reference_class_counts,16,32,,,half_reference_n,100,0.34375,0.25,0.125,32,0.1875,0.3125,1
paul_cezanne,oauth_gpt_image_2,generic_named,1,available,uniform,32,32,,,reference_n,100,0.34375,0.28125,0.15625,32,0.21875,0.34375,2
paul_cezanne,oauth_gpt_image_2,generic_named,1,available,reference_class_counts,32,32,,,reference_n,100,0.34375,0.3125,0.21875,32,0.21875,0.34375,3
paul_cezanne,oauth_gpt_image_2,generic_named,3,available,all_available,70,32,0.5,,,,,,,,,,
paul_cezanne,oauth_gpt_image_2,generic_named,3,available,uniform,16,32,,,half_reference_n,100,0.46875,0.375,0.25,32,0.28125,0.46875,0
paul_cezanne,oauth_gpt_image_2,generic_named,3,available,reference_class_counts,16,32,,,half_reference_n,100,0.46875,0.375,0.25,32,0.28125,0.46875,1
paul_cezanne,oauth_gpt_image_2,generic_named,3,available,uniform,32,32,,,reference_n,100,0.5,0.4375,0.28125,32,0.34375,0.5,2
paul_cezanne,oauth_gpt_image_2,generic_named,3,available,reference_class_counts,32,32,,,reference_n,100,0.5,0.4375,0.28125,32,0.34375,0.5,3
paul_cezanne,oauth_gpt_image_2,generic_named,5,available,all_available,70,32,0.65625,,,,,,,,,,
paul_cezanne,oauth_gpt_image_2,generic_named,5,available,uniform,16,32,,,half_reference_n,100,0.625,0.46875,0.34375,32,0.375,0.59375,0
paul_cezanne,oauth_gpt_image_2,generic_named,5,available,reference_class_counts,16,32,,,half_reference_n,100,0.65625,0.5,0.3125,32,0.375,0.625,1
paul_cezanne,oauth_gpt_image_2,generic_named,5,available,uniform,32,32,,,reference_n,100,0.65625,0.5625,0.40625,32,0.4359375,0.65625,2
paul_cezanne,oauth_gpt_image_2,generic_named,5,available,reference_class_counts,32,32,,,reference_n,100,0.65625,0.59375,0.40625,32,0.46875,0.65625,3
paul_cezanne,oauth_gpt_image_2,named,1,available,all_available,72,32,0.34375,,,,,,,,,,
paul_cezanne,oauth_gpt_image_2,named,1,available,uniform,16,32,,,half_reference_n,100,0.34375,0.25,0.125,32,0.15625,0.28125,0
paul_cezanne,oauth_gpt_image_2,named,1,available,reference_class_counts,16,32,,,half_reference_n,100,0.3125,0.21875,0.15625,32,0.15625,0.28125,1
paul_cezanne,oauth_gpt_image_2,named,1,available,uniform,32,32,,,reference_n,100,0.34375,0.28125,0.1875,32,0.21875,0.34375,2
paul_cezanne,oauth_gpt_image_2,named,1,available,reference_class_counts,32,32,,,reference_n,100,0.34375,0.28125,0.1875,32,0.21875,0.3125,3
paul_cezanne,oauth_gpt_image_2,named,3,available,all_available,72,32,0.53125,,,,,,,,,,
paul_cezanne,oauth_gpt_image_2,named,3,available,uniform,16,32,,,half_reference_n,100,0.53125,0.375,0.21875,32,0.3125,0.53125,0
paul_cezanne,oauth_gpt_image_2,named,3,available,reference_class_counts,16,32,,,half_reference_n,100,0.53125,0.375,0.28125,32,0.3125,0.5,1
paul_cezanne,oauth_gpt_image_2,named,3,available,uniform,32,32,,,reference_n,100,0.53125,0.4375,0.3125,32,0.375,0.53125,2
paul_cezanne,oauth_gpt_image_2,named,3,available,reference_class_counts,32,32,,,reference_n,100,0.53125,0.4375,0.34375,32,0.375,0.53125,3
paul_cezanne,oauth_gpt_image_2,named,5,available,all_available,72,32,0.6875,,,,,,,,,,
paul_cezanne,oauth_gpt_image_2,named,5,available,uniform,16,32,,,half_reference_n,100,0.6875,0.5,0.3125,32,0.375,0.6578124999999999,0
paul_cezanne,oauth_gpt_image_2,named,5,available,reference_class_counts,16,32,,,half_reference_n,100,0.6875,0.53125,0.375,32,0.40625,0.6875,1
paul_cezanne,oauth_gpt_image_2,named,5,available,uniform,32,32,,,reference_n,100,0.6875,0.59375,0.4375,32,0.46875,0.6875,2
paul_cezanne,oauth_gpt_image_2,named,5,available,reference_class_counts,32,32,,,reference_n,100,0.6875,0.59375,0.4375,32,0.5,0.6875,3
