after_image_ids,before_image_ids,brief_id,cell_id,content_class,cross_repeat_displacement_products,detailed_prompt_scene,painter_id,repetitions,route,squared_mean_displacement
"[""generated:slot0269"",""generated:slot0646"",""generated:slot0019""]","[""generated:slot0268"",""generated:slot0645"",""generated:slot0020""]",built03,primary512:flux_2_max:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":17.598920841295612},{""repetitions"":[0,2],""product"":5.864855977063296},{""repetitions"":[1,2],""product"":13.676795778901923}]","An isolated farmhouse with attached low buildings stands beyond a broad open foreground. A few trees border the building group, and gently cultivated hills rise behind it under an open sky.",claude_monet,"[0,1,2]",flux_2_max,17.039249896866515
"[""generated:slot0421"",""generated:slot0760"",""generated:slot0175""]","[""generated:slot0420"",""generated:slot0761"",""generated:slot0174""]",built04,primary512:flux_2_max:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":15.20558849568971},{""repetitions"":[0,2],""product"":5.921588770190658},{""repetitions"":[1,2],""product"":6.712903218771264}]","Closely spaced houses occupy a steep village slope. A narrow path passes between walls and roofs from the foreground toward an elevated opening, with sparse trees and glimpses of the surrounding countryside.",claude_monet,"[0,1,2]",flux_2_max,10.87660756809534
"[""generated:slot0549"",""generated:slot0988"",""generated:slot0306""]","[""generated:slot0550"",""generated:slot0987"",""generated:slot0307""]",built05,primary512:flux_2_max:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":6.053233209176662},{""repetitions"":[0,2],""product"":17.072714398917235},{""repetitions"":[1,2],""product"":1.8681028111583011}]","A straight avenue recedes between two rows of tall trees toward a small house in the distance. Tree trunks frame the route on both sides, while the ground and gaps between the trees establish the perspective.",claude_monet,"[0,1,2]",flux_2_max,12.214870955926873
"[""generated:slot0719"",""generated:slot0029"",""generated:slot0444""]","[""generated:slot0718"",""generated:slot0028"",""generated:slot0443""]",built06,primary512:flux_2_max:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":-0.9293553436530169},{""repetitions"":[0,2],""product"":4.5133361981696405},{""repetitions"":[1,2],""product"":5.747519522675534}]","The near wall and roof of a house occupy one side of a garden view. A narrow route follows the wall past shrubs and a tree toward a small opening, with the building remaining the principal subject.",claude_monet,"[0,1,2]",flux_2_max,5.65106547703992
"[""generated:slot0830"",""generated:slot0126"",""generated:slot0584""]","[""generated:slot0831"",""generated:slot0127"",""generated:slot0585""]",built07,primary512:flux_2_max:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":2.4192613891579065},{""repetitions"":[0,2],""product"":2.425453670062976},{""repetitions"":[1,2],""product"":0.7104062805182759}]","A village viewed from an elevated position, with overlapping roofs and house walls filling the near and middle distance. A bare tree interrupts part of the view, and low hills remain visible beyond the buildings.",claude_monet,"[0,1,2]",flux_2_max,5.323319021750582
"[""generated:slot0900"",""generated:slot0283"",""generated:slot0704""]","[""generated:slot0899"",""generated:slot0282"",""generated:slot0705""]",built08,primary512:flux_2_max:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":2.9273490280473373},{""repetitions"":[0,2],""product"":4.731131166887174},{""repetitions"":[1,2],""product"":8.46004423281278}]","Two small detached houses stand in a broad open field. Their walls and pitched roofs organize the middle of the scene, with a rough foreground route, a few trees at the edges and low hills on the horizon.",claude_monet,"[0,1,2]",flux_2_max,7.384899254119226
"[""generated:slot0024"",""generated:slot0503"",""generated:slot0795""]","[""generated:slot0023"",""generated:slot0502"",""generated:slot0794""]",land01,primary512:flux_2_max:claude_monet:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":5.063462446048245},{""repetitions"":[0,2],""product"":7.886687776610577},{""repetitions"":[1,2],""product"":1.6424354550400309}]","A large branching tree trunk is seen at close range in a garden. Hanging leaves and smaller branches enclose the scene, while low plants and uneven ground surround the base of the trunk.",claude_monet,"[0,1,2]",flux_2_max,6.601242811841848
"[""generated:slot0129"",""generated:slot0517"",""generated:slot0968""]","[""generated:slot0128"",""generated:slot0516"",""generated:slot0967""]",land02,primary512:flux_2_max:claude_monet:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":108.73784626041707},{""repetitions"":[0,2],""product"":90.55155077801649},{""repetitions"":[1,2],""product"":65.34199409078606}]","Many slender tree trunks rise through a dense woodland interior on gently sloping ground. Undergrowth fills the foreground, with a narrow opening between the trunks and little unobstructed sky.",claude_monet,"[0,1,2]",flux_2_max,94.20411537362631
"[""generated:slot0345"",""generated:slot0640"",""generated:slot0100""]","[""generated:slot0346"",""generated:slot0639"",""generated:slot0101""]",land03,primary512:flux_2_max:claude_monet:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":2.106507774535481},{""repetitions"":[0,2],""product"":4.607965796252911},{""repetitions"":[1,2],""product"":3.8977907605716826}]","Several pine trees grow among exposed rocks on uneven woodland ground. Trunks cross the near view, pale rock faces appear between them and dense branches partly enclose the middle distance.",claude_monet,"[0,1,2]",flux_2_max,5.073302044132017
"[""generated:slot0418"",""generated:slot0802"",""generated:slot0217""]","[""generated:slot0419"",""generated:slot0803"",""generated:slot0218""]",land04,primary512:flux_2_max:claude_monet:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":5.410507743132811},{""repetitions"":[0,2],""product"":5.169917621231072},{""repetitions"":[1,2],""product"":5.0119475888892335}]","An orchard with leaning trunks surrounds a grassy clearing. Branches overlap above the near ground, while an opening between the trees leads toward the middle distance without a dominant building or person.",claude_monet,"[0,1,2]",flux_2_max,6.552862884851723
"[""generated:slot0618"",""generated:slot0898"",""generated:slot0288""]","[""generated:slot0617"",""generated:slot0897"",""generated:slot0289""]",land05,primary512:flux_2_max:claude_monet:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":11.490972105404692},{""repetitions"":[0,2],""product"":8.931300463836019},{""repetitions"":[1,2],""product"":10.66017902783685}]","A broad meadow occupies the foreground before an irregular line of tall trees. A few low plants break up the near ground, and gaps between the trees reveal distant hills beneath an open sky.",claude_monet,"[0,1,2]",flux_2_max,12.206732599267589
"[""generated:slot0712"",""generated:slot0008"",""generated:slot0412""]","[""generated:slot0711"",""generated:slot0009"",""generated:slot0411""]",land06,primary512:flux_2_max:claude_monet:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":123.04582020075634},{""repetitions"":[0,2],""product"":65.98659489515167},{""repetitions"":[1,2],""product"":30.059481029820997}]","Cultivated fields spread across a valley toward distant hills. A few small houses and scattered trees sit in the middle distance, remaining secondary to the open ground and the broad shape of the landscape.",claude_monet,"[0,1,2]",flux_2_max,87.40569492548727
"[""generated:slot0811"",""generated:slot0245"",""generated:slot0544""]","[""generated:slot0810"",""generated:slot0246"",""generated:slot0545""]",land07,primary512:flux_2_max:claude_monet:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":7.168730117644094},{""repetitions"":[0,2],""product"":5.230450390860041},{""repetitions"":[1,2],""product"":20.28762743807034}]","A prominent mountain rises beyond a foreground clearing and several tall trees. The trees partly frame the distant peak, with lower wooded slopes connecting the near ground to the mountain under an open sky.",claude_monet,"[0,1,2]",flux_2_max,14.44431656572197
"[""generated:slot0998"",""generated:slot0350"",""generated:slot0733""]","[""generated:slot0999"",""generated:slot0349"",""generated:slot0734""]",land08,primary512:flux_2_max:claude_monet:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":3.9660093853789053},{""repetitions"":[0,2],""product"":8.59591223396653},{""repetitions"":[1,2],""product"":5.4000508247890435}]","An uneven rocky hillside with scattered trees and patches of open ground rises toward low distant ridges. Exposed rock and vegetation organize the scene, with no large water surface or dominant building.",claude_monet,"[0,1,2]",flux_2_max,8.021664430866338
"[""generated:slot0094"",""generated:slot0427"",""generated:slot0834""]","[""generated:slot0093"",""generated:slot0426"",""generated:slot0835""]",water01,primary512:flux_2_max:claude_monet:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":12.789626495485347},{""repetitions"":[0,2],""product"":1.086344479427066},{""repetitions"":[1,2],""product"":9.322087860293188}]","A pond viewed from close to its edge, with groups of floating lily pads, gaps of open water and reflections of surrounding trees. The water fills the scene; no horizon or prominent person is visible.",claude_monet,"[0,1,2]",flux_2_max,12.606847525562065
"[""generated:slot0196"",""generated:slot0523"",""generated:slot0980""]","[""generated:slot0197"",""generated:slot0524"",""generated:slot0981""]",water02,primary512:flux_2_max:claude_monet:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":6.989562364868478},{""repetitions"":[0,2],""product"":5.820745490345683},{""repetitions"":[1,2],""product"":3.588703904754679}]","A quiet pond below overhanging trees, with the opposite bank in the middle distance and broken reflections across the foreground water. Vegetation encloses the scene and a small opening leads deeper into the garden.",claude_monet,"[0,1,2]",flux_2_max,7.257809887603459
"[""generated:slot0312"",""generated:slot0692"",""generated:slot0084""]","[""generated:slot0311"",""generated:slot0691"",""generated:slot0085""]",water03,primary512:flux_2_max:claude_monet:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":0.7953355806461294},{""repetitions"":[0,2],""product"":12.206937449809402},{""repetitions"":[1,2],""product"":6.405272791581534}]","A river bending between wooded banks, seen from near one bank. A broad reflective water surface leads from the foreground toward a distant opening, while trees partly overhang one side.",claude_monet,"[0,1,2]",flux_2_max,10.600695619972575
"[""generated:slot0407"",""generated:slot0856"",""generated:slot0247""]","[""generated:slot0408"",""generated:slot0857"",""generated:slot0248""]",water04,primary512:flux_2_max:claude_monet:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":7.035663036341418},{""repetitions"":[0,2],""product"":9.617146925749134},{""repetitions"":[1,2],""product"":4.378357768193664}]","A small house among trees on the opposite bank of a river, with its reflection and tree reflections occupying much of the foreground. The view is enclosed by vegetation on both sides; no figure dominates.",claude_monet,"[0,1,2]",flux_2_max,9.7451603538241
"[""generated:slot0607"",""generated:slot0938"",""generated:slot0273""]","[""generated:slot0606"",""generated:slot0937"",""generated:slot0272""]",water05,primary512:flux_2_max:claude_monet:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":37.70780376320081},{""repetitions"":[0,2],""product"":21.82263310105034},{""repetitions"":[1,2],""product"":35.29830161681063}]","A broad river beside a small village, viewed across open water. Low houses and a row of trees line the far bank, with a few irregular patches of vegetation on the near shore and distant hills beyond.",claude_monet,"[0,1,2]",flux_2_max,35.22935666431425
"[""generated:slot0736"",""generated:slot0086"",""generated:slot0424""]","[""generated:slot0735"",""generated:slot0087"",""generated:slot0425""]",water06,primary512:flux_2_max:claude_monet:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":60.25551762031635},{""repetitions"":[0,2],""product"":45.89672686360813},{""repetitions"":[1,2],""product"":40.64894007019857}]","An open sea below a long coastal cliff, seen from near the shore. Water occupies most of the lower scene, the cliff recedes toward the distance, and an open sky lies above the distant horizon.",claude_monet,"[0,1,2]",flux_2_max,52.078245738953626
"[""generated:slot0801"",""generated:slot0195"",""generated:slot0602""]","[""generated:slot0800"",""generated:slot0194"",""generated:slot0603""]",water07,primary512:flux_2_max:claude_monet:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":1.3561587857858892},{""repetitions"":[0,2],""product"":19.786304436882453},{""repetitions"":[1,2],""product"":7.523921599605494}]","A coastal village seen from a slope above the sea. A few roofs and garden plants occupy the near slope, while a substantial water surface extends behind them toward low distant headlands and an open horizon.",claude_monet,"[0,1,2]",flux_2_max,14.201734579678416
"[""generated:slot0915"",""generated:slot0326"",""generated:slot0648""]","[""generated:slot0916"",""generated:slot0327"",""generated:slot0647""]",water08,primary512:flux_2_max:claude_monet:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":-7.6131274690638175},{""repetitions"":[0,2],""product"":31.15315551891544},{""repetitions"":[1,2],""product"":-9.316465491071192}]","A broad river under a hazy sky, with reflected light extending across the foreground water. Low tree-lined banks and a few small distant structures sit near the horizon without a prominent foreground figure.",claude_monet,"[0,1,2]",flux_2_max,21.069319631335787
"[""generated:slot0044"",""generated:slot0487"",""generated:slot0765""]","[""generated:slot0045"",""generated:slot0486"",""generated:slot0766""]",built01,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":7.925016988252384},{""repetitions"":[0,2],""product"":9.202019963986526},{""repetitions"":[1,2],""product"":11.861881420929206}]","Several cottages beside a rough country road on a low hillside. The road curves from the near foreground between the houses toward the middle distance, with scattered trees and open ground around the buildings.",paul_cezanne,"[0,1,2]",flux_2_max,11.31357186969771
"[""generated:slot0227"",""generated:slot0529"",""generated:slot0930""]","[""generated:slot0228"",""generated:slot0528"",""generated:slot0929""]",built02,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":6.996349990933291},{""repetitions"":[0,2],""product"":0.9737360702261828},{""repetitions"":[1,2],""product"":3.4969336951381895}]","A small house viewed through several garden trees. The house is the central subject in the middle distance, with trunks partly crossing its facade and a short stretch of open ground in front.",paul_cezanne,"[0,1,2]",flux_2_max,6.09113919060269
"[""generated:slot0348"",""generated:slot0752"",""generated:slot0070""]","[""generated:slot0347"",""generated:slot0751"",""generated:slot0069""]",built03,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":9.025473835617598},{""repetitions"":[0,2],""product"":4.028296926141558},{""repetitions"":[1,2],""product"":2.086201541309471}]","An isolated farmhouse with attached low buildings stands beyond a broad open foreground. A few trees border the building group, and gently cultivated hills rise behind it under an open sky.",paul_cezanne,"[0,1,2]",flux_2_max,10.125733965501848
"[""generated:slot0428"",""generated:slot0836"",""generated:slot0191""]","[""generated:slot0429"",""generated:slot0837"",""generated:slot0190""]",built04,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":10.63026922531346},{""repetitions"":[0,2],""product"":6.08734489441558},{""repetitions"":[1,2],""product"":6.312612923728012}]","Closely spaced houses occupy a steep village slope. A narrow path passes between walls and roofs from the foreground toward an elevated opening, with sparse trees and glimpses of the surrounding countryside.",paul_cezanne,"[0,1,2]",flux_2_max,9.642659440748533
"[""generated:slot0612"",""generated:slot0887"",""generated:slot0358""]","[""generated:slot0613"",""generated:slot0886"",""generated:slot0357""]",built05,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":-1.1342218873844974},{""repetitions"":[0,2],""product"":3.00932748543213},{""repetitions"":[1,2],""product"":2.8512563621129923}]","A straight avenue recedes between two rows of tall trees toward a small house in the distance. Tree trunks frame the route on both sides, while the ground and gaps between the trees establish the perspective.",paul_cezanne,"[0,1,2]",flux_2_max,5.5811540732740905
"[""generated:slot0745"",""generated:slot0005"",""generated:slot0416""]","[""generated:slot0746"",""generated:slot0004"",""generated:slot0417""]",built06,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":7.953249184895118},{""repetitions"":[0,2],""product"":8.19385380460491},{""repetitions"":[1,2],""product"":3.559419929265002}]","The near wall and roof of a house occupy one side of a garden view. A narrow route follows the wall past shrubs and a tree toward a small opening, with the building remaining the principal subject.",paul_cezanne,"[0,1,2]",flux_2_max,8.474118222900435
"[""generated:slot0785"",""generated:slot0215"",""generated:slot0507""]","[""generated:slot0784"",""generated:slot0216"",""generated:slot0506""]",built07,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":7.404017686300708},{""repetitions"":[0,2],""product"":1.1102204306779342},{""repetitions"":[1,2],""product"":3.92211273847619}]","A village viewed from an elevated position, with overlapping roofs and house walls filling the near and middle distance. A bare tree interrupts part of the view, and low hills remain visible beyond the buildings.",paul_cezanne,"[0,1,2]",flux_2_max,8.105956126462775
"[""generated:slot0902"",""generated:slot0318"",""generated:slot0643""]","[""generated:slot0901"",""generated:slot0319"",""generated:slot0644""]",built08,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":8.274629768000832},{""repetitions"":[0,2],""product"":-1.261417050412968},{""repetitions"":[1,2],""product"":-3.559472892627662}]","Two small detached houses stand in a broad open field. Their walls and pitched roofs organize the middle of the scene, with a rough foreground route, a few trees at the edges and low hills on the horizon.",paul_cezanne,"[0,1,2]",flux_2_max,5.315510175433551
"[""generated:slot0042"",""generated:slot0448"",""generated:slot0756""]","[""generated:slot0043"",""generated:slot0449"",""generated:slot0757""]",land01,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":2.9701661893192073},{""repetitions"":[0,2],""product"":11.419630323633955},{""repetitions"":[1,2],""product"":7.076857193362631}]","A large branching tree trunk is seen at close range in a garden. Hanging leaves and smaller branches enclose the scene, while low plants and uneven ground surround the base of the trunk.",paul_cezanne,"[0,1,2]",flux_2_max,10.23924506803042
"[""generated:slot0160"",""generated:slot0572"",""generated:slot0909""]","[""generated:slot0159"",""generated:slot0573"",""generated:slot0908""]",land02,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":19.450643662996917},{""repetitions"":[0,2],""product"":4.690411599061713},{""repetitions"":[1,2],""product"":2.995576889201184}]","Many slender tree trunks rise through a dense woodland interior on gently sloping ground. Undergrowth fills the foreground, with a narrow opening between the trunks and little unobstructed sky.",paul_cezanne,"[0,1,2]",flux_2_max,14.673058617088836
"[""generated:slot0280"",""generated:slot0693"",""generated:slot0079""]","[""generated:slot0281"",""generated:slot0694"",""generated:slot0080""]",land03,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":1.9061787427955492},{""repetitions"":[0,2],""product"":1.0221853165003736},{""repetitions"":[1,2],""product"":3.1183596376795597}]","Several pine trees grow among exposed rocks on uneven woodland ground. Trunks cross the near view, pale rock faces appear between them and dense branches partly enclose the middle distance.",paul_cezanne,"[0,1,2]",flux_2_max,3.9742615654873616
"[""generated:slot0488"",""generated:slot0870"",""generated:slot0133""]","[""generated:slot0489"",""generated:slot0871"",""generated:slot0134""]",land04,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":4.234912591280349},{""repetitions"":[0,2],""product"":7.324679975875437},{""repetitions"":[1,2],""product"":7.7875072219190535}]","An orchard with leaning trunks surrounds a grassy clearing. Branches overlap above the near ground, while an opening between the trees leads toward the middle distance without a dominant building or person.",paul_cezanne,"[0,1,2]",flux_2_max,7.979782144018266
"[""generated:slot0554"",""generated:slot0935"",""generated:slot0303""]","[""generated:slot0553"",""generated:slot0936"",""generated:slot0302""]",land05,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":4.654615676126891},{""repetitions"":[0,2],""product"":4.336542663019213},{""repetitions"":[1,2],""product"":8.911343696862538}]","A broad meadow occupies the foreground before an irregular line of tall trees. A few low plants break up the near ground, and gaps between the trees reveal distant hills beneath an open sky.",paul_cezanne,"[0,1,2]",flux_2_max,7.827705995290797
"[""generated:slot0728"",""generated:slot0107"",""generated:slot0469""]","[""generated:slot0729"",""generated:slot0108"",""generated:slot0470""]",land06,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":23.53705230786587},{""repetitions"":[0,2],""product"":24.485191132981214},{""repetitions"":[1,2],""product"":25.4087529651354}]","Cultivated fields spread across a valley toward distant hills. A few small houses and scattered trees sit in the middle distance, remaining secondary to the open ground and the broad shape of the landscape.",paul_cezanne,"[0,1,2]",flux_2_max,26.069927708596907
"[""generated:slot0767"",""generated:slot0192"",""generated:slot0609""]","[""generated:slot0768"",""generated:slot0193"",""generated:slot0608""]",land07,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":3.1985719949099503},{""repetitions"":[0,2],""product"":6.92640738699335},{""repetitions"":[1,2],""product"":8.936956149926807}]","A prominent mountain rises beyond a foreground clearing and several tall trees. The trees partly frame the distant peak, with lower wooded slopes connecting the near ground to the mountain under an open sky.",paul_cezanne,"[0,1,2]",flux_2_max,10.020025408232353
"[""generated:slot0989"",""generated:slot0304"",""generated:slot0655""]","[""generated:slot0990"",""generated:slot0305"",""generated:slot0656""]",land08,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,land,"[{""repetitions"":[0,1],""product"":8.000846272267967},{""repetitions"":[0,2],""product"":9.630353563324302},{""repetitions"":[1,2],""product"":8.191929551120946}]","An uneven rocky hillside with scattered trees and patches of open ground rises toward low distant ridges. Exposed rock and vegetation organize the scene, with no large water surface or dominant building.",paul_cezanne,"[0,1,2]",flux_2_max,10.92507046557037
"[""generated:slot0038"",""generated:slot0385"",""generated:slot0865""]","[""generated:slot0039"",""generated:slot0386"",""generated:slot0866""]",water01,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":8.681619101303003},{""repetitions"":[0,2],""product"":2.020962887031775},{""repetitions"":[1,2],""product"":-1.755806691437776}]","A pond viewed from close to its edge, with groups of floating lily pads, gaps of open water and reflections of surrounding trees. The water fills the scene; no horizon or prominent person is visible.",paul_cezanne,"[0,1,2]",flux_2_max,7.05799764999043
"[""generated:slot0232"",""generated:slot0561"",""generated:slot0942""]","[""generated:slot0233"",""generated:slot0560"",""generated:slot0941""]",water02,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":4.586663508308359},{""repetitions"":[0,2],""product"":1.8762138780511721},{""repetitions"":[1,2],""product"":3.0801514349190326}]","A quiet pond below overhanging trees, with the opposite bank in the middle distance and broken reflections across the foreground water. Vegetation encloses the scene and a small opening leads deeper into the garden.",paul_cezanne,"[0,1,2]",flux_2_max,6.897808232063021
"[""generated:slot0325"",""generated:slot0710"",""generated:slot0102""]","[""generated:slot0324"",""generated:slot0709"",""generated:slot0103""]",water03,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":2.61385805652453},{""repetitions"":[0,2],""product"":14.38591152016987},{""repetitions"":[1,2],""product"":3.6936168535331584}]","A river bending between wooded banks, seen from near one bank. A broad reflective water surface leads from the foreground toward a distant opening, while trees partly overhang one side.",paul_cezanne,"[0,1,2]",flux_2_max,10.579821911931578
"[""generated:slot0405"",""generated:slot0863"",""generated:slot0222""]","[""generated:slot0406"",""generated:slot0864"",""generated:slot0221""]",water04,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":1.5088657423366265},{""repetitions"":[0,2],""product"":7.465831007356604},{""repetitions"":[1,2],""product"":5.11229764129139}]","A small house among trees on the opposite bank of a river, with its reflection and tree reflections occupying much of the foreground. The view is enclosed by vegetation on both sides; no figure dominates.",paul_cezanne,"[0,1,2]",flux_2_max,7.119229534953945
"[""generated:slot0532"",""generated:slot0965"",""generated:slot0270""]","[""generated:slot0533"",""generated:slot0966"",""generated:slot0271""]",water05,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":4.996366789940486},{""repetitions"":[0,2],""product"":19.098919712775107},{""repetitions"":[1,2],""product"":9.33814436795824}]","A broad river beside a small village, viewed across open water. Low houses and a row of trees line the far bank, with a few irregular patches of vegetation on the near shore and distant hills beyond.",paul_cezanne,"[0,1,2]",flux_2_max,17.1775853282648
"[""generated:slot0724"",""generated:slot0021"",""generated:slot0501""]","[""generated:slot0725"",""generated:slot0022"",""generated:slot0500""]",water06,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":6.625529307780244},{""repetitions"":[0,2],""product"":11.495514965092063},{""repetitions"":[1,2],""product"":4.323858444976173}]","An open sea below a long coastal cliff, seen from near the shore. Water occupies most of the lower scene, the cliff recedes toward the distance, and an open sky lies above the distant horizon.",paul_cezanne,"[0,1,2]",flux_2_max,9.347780408445434
"[""generated:slot0878"",""generated:slot0199"",""generated:slot0521""]","[""generated:slot0877"",""generated:slot0198"",""generated:slot0522""]",water07,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":14.692389205191729},{""repetitions"":[0,2],""product"":17.59042985072731},{""repetitions"":[1,2],""product"":20.31364144170036}]","A coastal village seen from a slope above the sea. A few roofs and garden plants occupy the near slope, while a substantial water surface extends behind them toward low distant headlands and an open horizon.",paul_cezanne,"[0,1,2]",flux_2_max,21.612555239984815
"[""generated:slot0920"",""generated:slot0376"",""generated:slot0697""]","[""generated:slot0921"",""generated:slot0377"",""generated:slot0698""]",water08,primary512:flux_2_max:paul_cezanne:named_minus_artist_free,water,"[{""repetitions"":[0,1],""product"":17.836420494183333},{""repetitions"":[0,2],""product"":18.094413318920324},{""repetitions"":[1,2],""product"":44.021274816851985}]","A broad river under a hazy sky, with reflected light extending across the foreground water. Low tree-lined banks and a few small distant structures sit near the horizon without a prominent foreground figure.",paul_cezanne,"[0,1,2]",flux_2_max,33.50411877221081
"[""generated:slot0058"",""generated:slot0456"",""generated:slot0823""]","[""generated:slot0059"",""generated:slot0455"",""generated:slot0824""]",built01,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":14.221024922269285},{""repetitions"":[0,2],""product"":13.455542499391418},{""repetitions"":[1,2],""product"":14.005025657872714}]","Several cottages beside a rough country road on a low hillside. The road curves from the near foreground between the houses toward the middle distance, with scattered trees and open ground around the buildings.",claude_monet,"[0,1,2]",oauth_gpt_image_2,15.059676070474248
"[""generated:slot0231"",""generated:slot0620"",""generated:slot0891""]","[""generated:slot0229"",""generated:slot0621"",""generated:slot0893""]",built02,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":18.635918271597653},{""repetitions"":[0,2],""product"":13.80216695781995},{""repetitions"":[1,2],""product"":11.835729085280754}]","A small house viewed through several garden trees. The house is the central subject in the middle distance, with trunks partly crossing its facade and a short stretch of open ground in front.",claude_monet,"[0,1,2]",oauth_gpt_image_2,15.672595010230763
"[""generated:slot0276"",""generated:slot0658"",""generated:slot0096""]","[""generated:slot0274"",""generated:slot0659"",""generated:slot0095""]",built03,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":18.18073697424685},{""repetitions"":[0,2],""product"":16.485866023787487},{""repetitions"":[1,2],""product"":10.9424727887076}]","An isolated farmhouse with attached low buildings stands beyond a broad open foreground. A few trees border the building group, and gently cultivated hills rise behind it under an open sky.",claude_monet,"[0,1,2]",oauth_gpt_image_2,17.542715886888164
"[""generated:slot0480"",""generated:slot0846"",""generated:slot0149""]","[""generated:slot0478"",""generated:slot0848"",""generated:slot0150""]",built04,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":15.70117861333538},{""repetitions"":[0,2],""product"":16.387267450906467},{""repetitions"":[1,2],""product"":19.070796007467056}]","Closely spaced houses occupy a steep village slope. A narrow path passes between walls and roofs from the foreground toward an elevated opening, with sparse trees and glimpses of the surrounding countryside.",claude_monet,"[0,1,2]",oauth_gpt_image_2,18.048872861778875
"[""generated:slot0534"",""generated:slot0996"",""generated:slot0356""]","[""generated:slot0536"",""generated:slot0995"",""generated:slot0355""]",built05,primary512:oauth_gpt_image_2:claude_monet:named_minus_artist_free,built,"[{""repetitions"":[0,1],""product"":13.294479491575073},{""repetitions"":[0,2],""product"":11.985207798896038},{""repetitions"":[1,2],""product"":15.98614104137695}]","A straight avenue recedes between two rows of tall trees toward a small house in the distance. Tree trunks frame the route on both sides, while the ground and gaps between the trees establish the perspective.",claude_monet,"[0,1,2]",oauth_gpt_image_2,17.059179952466433
