condition,coordinate_iqr_ratios,energy_distance,feature_set,generated_weight_effective_size,n_generated,n_original,original_weight_effective_size,painter_id,pipeline,population_variance_ratio,route,sample_variance_ratio,squared_iqr_sum_ratio,status,weighting
artist_free,"[1.3048749112231801, 2.0049215611750113, 0.7474102153291478, 1.052498102465754, 2.1594057440937893, 0.31270617092725894, 0.8882569830734397, 0.9083411274735305, 0.8787480463354741, 0.4131408433747027, 1.1801878920431759]",1.401678771050296,color,53.813664596273284,72,19,19.0,paul_cezanne,primary512,0.8350571229023331,flux_2_max,,1.0986349419835115,available,native1024
artist_free,"[1.207845790329301, 1.161054824223239, 1.826679181583691, 2.520662621027964, 0.7583549552682441, 0.5190275967280844, 0.7309113565803999, 1.8102353268805342]",1.0006959438223006,spatial,53.813664596273284,72,19,19.0,paul_cezanne,primary512,2.7060596592813044,flux_2_max,,1.8232568576041013,available,native1024
artist_free,"[0.6843398390770472, 0.49655062032169434, 0.5227059500177534, 0.8127986890556447, 0.7301811104080697, 1.6678327019926893, 0.8325825262821871, 0.49640344814349036, 0.3562783827547373, 1.0070122492011018, 1.4935558563290252, 1.1511377110697851]",1.535658013885386,texture,53.813664596273284,72,19,19.0,paul_cezanne,primary512,0.5543573626562857,flux_2_max,,0.7274838287429072,available,native1024
artist_free,"[1.265443720488485, 2.375617346564259, 0.6748510533863764, 0.7750666659298332, 2.3116989881387933, 0.25885047864835814, 0.7337714815369446, 1.2187349389297633, 0.8410485368915885, 0.3907347096504891, 1.1900161040666697, 1.55207736363977, 1.0561348711706018, 1.3552015016124448, 1.2534260555854317, 0.8875877754767353, 0.6191250839208804, 0.6602085471807493, 1.8630967475220335, 0.539095103961889, 0.38485632627757166, 0.4513046466318917, 0.6741519334706951, 0.6340375380245314, 1.1784384333807838, 0.5398045023994726, 0.4245199960387074, 0.3387282777058802, 1.3957344196314836, 1.4877443539243573, 1.0593797657624664]",1.7004631751220503,all31,52.50306520527587,71,32,32.0,paul_cezanne,primary512,1.0387311735131461,flux_2_max,,0.8576777783036976,available,initial_only
artist_free,"[1.265443720488485, 2.375617346564259, 0.6748510533863764, 0.7750666659298332, 2.3116989881387933, 0.25885047864835814, 0.7337714815369446, 1.2187349389297633, 0.8410485368915885, 0.3907347096504891, 1.1900161040666697]",1.0794838943797336,color,52.50306520527587,71,32,32.0,paul_cezanne,primary512,0.8487181600350022,flux_2_max,,1.0366939290987665,available,initial_only
artist_free,"[1.55207736363977, 1.0561348711706018, 1.3552015016124448, 1.2534260555854317, 0.8875877754767353, 0.6191250839208804, 0.6602085471807493, 1.8630967475220335]",0.7277862391532217,spatial,52.50306520527587,71,32,32.0,paul_cezanne,primary512,2.2741580368951206,flux_2_max,,1.4085508309251895,available,initial_only
artist_free,"[0.539095103961889, 0.38485632627757166, 0.4513046466318917, 0.6741519334706951, 0.6340375380245314, 1.1784384333807838, 0.5398045023994726, 0.4245199960387074, 0.3387282777058802, 1.3957344196314836, 1.4877443539243573, 1.0593797657624664]",1.2920851167340346,texture,52.50306520527587,71,32,32.0,paul_cezanne,primary512,0.42166468647188193,flux_2_max,,0.5012974425904102,available,initial_only
named,"[1.245793105038272, 0.8600285033276757, 0.667138046591928, 0.33030058191244405, 1.8161166368916337, 0.48298157030888034, 0.5968323440528551, 1.1974717356334401, 0.8883842600599732, 0.3605928813659385, 0.9761166019617235, 1.31490982316222, 1.0443305655684036, 1.1596073774167648, 1.0738940650563462, 0.7530220726558565, 0.46761989005016086, 0.5008944530730686, 0.984725475774885, 0.47696043131459254, 0.3078304463073824, 0.3559918301625943, 0.3686544898855691, 0.4138876768814825, 0.8962187093798211, 0.4487282450633692, 0.43130176596667086, 0.34583483141512106, 1.3038586277383775, 1.4129971044261513, 1.129820925981939]",0.8042271552395128,all31,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.49219698083340924,flux_2_max,,0.5673499735428286,available,reference_content
named,"[1.245793105038272, 0.8600285033276757, 0.667138046591928, 0.33030058191244405, 1.8161166368916337, 0.48298157030888034, 0.5968323440528551, 1.1974717356334401, 0.8883842600599732, 0.3605928813659385, 0.9761166019617235]",0.5295024657751464,color,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.543772291282016,flux_2_max,,0.668462841104272,available,reference_content
named,"[1.31490982316222, 1.0443305655684036, 1.1596073774167648, 1.0738940650563462, 0.7530220726558565, 0.46761989005016086, 0.5008944530730686, 0.984725475774885]",0.42419435193539945,spatial,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.8372337342976672,flux_2_max,,0.8618456100268286,available,reference_content
named,"[0.47696043131459254, 0.3078304463073824, 0.3559918301625943, 0.3686544898855691, 0.4138876768814825, 0.8962187093798211, 0.4487282450633692, 0.43130176596667086, 0.34583483141512106, 1.3038586277383775, 1.4129971044261513, 1.129820925981939]",0.49731713876558414,texture,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.2634205087912647,flux_2_max,,0.37394777441255006,available,reference_content
named,"[1.2624009390821695, 0.9527957546393031, 0.7932061232686783, 0.5182620934565133, 1.7168240608735732, 0.49695178457335387, 0.8016194287197609, 1.2885829201388332, 0.8739836602986987, 0.360561159324829, 0.9463767535669068, 1.2377029000623756, 1.0152354264834347, 1.1962472132547695, 1.258823582594995, 1.340523849280577, 0.622716782617252, 0.5829163781451682, 1.8181839608750192, 0.7106879008584467, 0.41523488556495497, 0.45822467770685593, 0.4740219695118886, 0.41790603112948416, 0.9140073750143155, 0.4891627487303142, 0.4778541973301783, 0.3558509401642452, 1.2485976376667773, 1.3676520514577686, 1.1417163262155519]",0.9460717506971115,all31,72.0,72,32,32.0,paul_cezanne,primary512,0.56674564936229,flux_2_max,,0.7543604436150959,available,collected
named,"[1.2624009390821695, 0.9527957546393031, 0.7932061232686783, 0.5182620934565133, 1.7168240608735732, 0.49695178457335387, 0.8016194287197609, 1.2885829201388332, 0.8739836602986987, 0.360561159324829, 0.9463767535669068]",0.5540028976744842,color,72.0,72,32,32.0,paul_cezanne,primary512,0.6103763609798588,flux_2_max,,0.7456459432658775,available,collected
named,"[1.2377029000623756, 1.0152354264834347, 1.1962472132547695, 1.258823582594995, 1.340523849280577, 0.622716782617252, 0.5829163781451682, 1.8181839608750192]",0.6492049580353192,spatial,72.0,72,32,32.0,paul_cezanne,primary512,0.9952682904988968,flux_2_max,,1.479951573394823,available,collected
named,"[0.7106879008584467, 0.41523488556495497, 0.45822467770685593, 0.4740219695118886, 0.41790603112948416, 0.9140073750143155, 0.4891627487303142, 0.4778541973301783, 0.3558509401642452, 1.2485976376667773, 1.3676520514577686, 1.1417163262155519]",0.4799458368266858,texture,72.0,72,32,32.0,paul_cezanne,primary512,0.2936294127509443,flux_2_max,,0.4151728423325184,available,collected
named,"[2.5567007295983837, 1.2109996547030568, 0.9849133067294302, 0.4299624298046848, 1.8289116693207137, 0.485962827762242, 0.9791855002336497, 1.2548539612941636, 0.865905320692297, 0.40119336144910756, 1.0676241152030421, 1.2005790953239897, 1.5645616561072062, 1.5754521049026762, 2.513666270352475, 1.5120545380040165, 0.7248029638087663, 0.6933673434594404, 3.077053079828621, 0.7099881563725532, 0.5280494716634627, 0.45547248583042615, 0.6713155343162673, 0.4047466981596128, 1.0006196212793947, 0.547205774971694, 0.4927400156614616, 0.39513257251511924, 1.0691434390408263, 1.325315959420282, 1.425768236881131]",1.1161722483683851,all31,72.0,72,32,18.757894736842108,paul_cezanne,primary512,0.6215459890872194,flux_2_max,,0.988437456313023,available,equal_content
named,"[2.5567007295983837, 1.2109996547030568, 0.9849133067294302, 0.4299624298046848, 1.8289116693207137, 0.485962827762242, 0.9791855002336497, 1.2548539612941636, 0.865905320692297, 0.40119336144910756, 1.0676241152030421]",0.48683190557808453,color,72.0,72,32,18.757894736842108,paul_cezanne,primary512,0.6642025227054644,flux_2_max,,0.8971927816501749,available,equal_content
named,"[1.2005790953239897, 1.5645616561072062, 1.5754521049026762, 2.513666270352475, 1.5120545380040165, 0.7248029638087663, 0.6933673434594404, 3.077053079828621]",0.9188837597487698,spatial,72.0,72,32,18.757894736842108,paul_cezanne,primary512,1.1867453116870992,flux_2_max,,2.8081830793749765,available,equal_content
named,"[0.7099881563725532, 0.5280494716634627, 0.45547248583042615, 0.6713155343162673, 0.4047466981596128, 1.0006196212793947, 0.547205774971694, 0.4927400156614616, 0.39513257251511924, 1.0691434390408263, 1.325315959420282, 1.425768236881131]",0.5748530328315986,texture,72.0,72,32,18.757894736842108,paul_cezanne,primary512,0.3088857257727035,flux_2_max,,0.49488262540117234,available,equal_content
named,"[1.0846778554602428, 0.7179954308520546, 0.6581795672390972, 0.37129158630997383, 1.5642335919381496, 0.5956786048933304, 0.5866031098968223, 1.0251118296820791, 0.7586974208136498, 0.34229896119190045, 0.7848313956606476, 1.173271807957543, 1.0443305655684036, 1.2547917828268336, 2.1280440256394213, 0.7241277452199233, 0.35648446939213674, 0.44512650850778535, 0.988037767743046, 0.3817975507124622, 0.29937029548597927, 0.3559918301625943, 0.3319267171613027, 0.4149136668019593, 0.7813420875825704, 0.43108052353922244, 0.41735211095347874, 0.3709808605550335, 0.8590511974334311, 1.438072620311841, 1.4239318739338722]",0.8592612114080724,all31,55.74193548387097,72,24,23.999999999999996,paul_cezanne,primary512,0.5026009632832854,flux_2_max,,0.5334419507091094,available,unambiguous
named,"[1.0846778554602428, 0.7179954308520546, 0.6581795672390972, 0.37129158630997383, 1.5642335919381496, 0.5956786048933304, 0.5866031098968223, 1.0251118296820791, 0.7586974208136498, 0.34229896119190045, 0.7848313956606476]",0.4695355385029456,color,55.74193548387097,72,24,23.999999999999996,paul_cezanne,primary512,0.5393610545143941,flux_2_max,,0.554859553298823,available,unambiguous
named,"[1.173271807957543, 1.0443305655684036, 1.2547917828268336, 2.1280440256394213, 0.7241277452199233, 0.35648446939213674, 0.44512650850778535, 0.988037767743046]",0.5475466728680947,spatial,55.74193548387097,72,24,23.999999999999996,paul_cezanne,primary512,0.9359090527103661,flux_2_max,,1.0108567583233479,available,unambiguous
named,"[0.3817975507124622, 0.29937029548597927, 0.3559918301625943, 0.3319267171613027, 0.4149136668019593, 0.7813420875825704, 0.43108052353922244, 0.41735211095347874, 0.3709808605550335, 0.8590511974334311, 1.438072620311841, 1.4239318739338722]",0.5088957381910957,texture,55.74193548387097,72,24,23.999999999999996,paul_cezanne,primary512,0.2599510834459315,flux_2_max,,0.32322256121385357,available,unambiguous
named,"[1.1790525904129132, 0.7179954308520546, 0.6722142374749023, 0.4318764993282337, 1.7057132957424759, 0.5806519923476117, 0.8586783034930243, 0.8410893072985427, 0.8455430868519371, 0.3700915903591044, 0.9228629430444368, 1.0210288931800555, 1.0725202418599988, 1.4433634653340714, 1.7232952605335699, 0.6076080940763198, 0.3902206891485311, 0.5948035012876142, 0.9634469291858545, 0.592364395814524, 0.3875250235400326, 0.42649345937698774, 0.44100822957126823, 0.4614369369858819, 1.2759568970176316, 0.63735412772956, 0.5169648601663933, 0.38803951200642084, 1.0062588670102224, 1.4279077028928995, 1.2883205523185435]",1.010055138238224,all31,53.813664596273284,72,19,19.0,paul_cezanne,primary512,0.5703744038419487,flux_2_max,,0.6825966766034742,available,native1024
named,"[1.1790525904129132, 0.7179954308520546, 0.6722142374749023, 0.4318764993282337, 1.7057132957424759, 0.5806519923476117, 0.8586783034930243, 0.8410893072985427, 0.8455430868519371, 0.3700915903591044, 0.9228629430444368]",0.6926002420644755,color,53.813664596273284,72,19,19.0,paul_cezanne,primary512,0.5293312574779355,flux_2_max,,0.662470341059222,available,native1024
named,"[1.0210288931800555, 1.0725202418599988, 1.4433634653340714, 1.7232952605335699, 0.6076080940763198, 0.3902206891485311, 0.5948035012876142, 0.9634469291858545]",0.5471266361509248,spatial,53.813664596273284,72,19,19.0,paul_cezanne,primary512,0.9493030470824353,flux_2_max,,0.9157125260053335,available,native1024
named,"[0.592364395814524, 0.3875250235400326, 0.42649345937698774, 0.44100822957126823, 0.4614369369858819, 1.2759568970176316, 0.63735412772956, 0.5169648601663933, 0.38803951200642084, 1.0062588670102224, 1.4279077028928995, 1.2883205523185435]",0.5513204036424484,texture,53.813664596273284,72,19,19.0,paul_cezanne,primary512,0.3445480417327146,flux_2_max,,0.5524076251977752,available,native1024
named,"[1.245793105038272, 0.8600285033276757, 0.667138046591928, 0.33030058191244405, 1.8161166368916337, 0.48298157030888034, 0.5968323440528551, 1.1974717356334401, 0.8883842600599732, 0.3605928813659385, 0.9761166019617235, 1.31490982316222, 1.0443305655684036, 1.1596073774167648, 1.0738940650563462, 0.7530220726558565, 0.46761989005016086, 0.5008944530730686, 0.984725475774885, 0.47696043131459254, 0.3078304463073824, 0.3559918301625943, 0.3686544898855691, 0.4138876768814825, 0.8962187093798211, 0.4487282450633692, 0.43130176596667086, 0.34583483141512106, 1.3038586277383775, 1.4129971044261513, 1.129820925981939]",0.8042271552395128,all31,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.49219698083340924,flux_2_max,,0.5673499735428286,available,initial_only
named,"[1.245793105038272, 0.8600285033276757, 0.667138046591928, 0.33030058191244405, 1.8161166368916337, 0.48298157030888034, 0.5968323440528551, 1.1974717356334401, 0.8883842600599732, 0.3605928813659385, 0.9761166019617235]",0.5295024657751464,color,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.543772291282016,flux_2_max,,0.668462841104272,available,initial_only
named,"[1.31490982316222, 1.0443305655684036, 1.1596073774167648, 1.0738940650563462, 0.7530220726558565, 0.46761989005016086, 0.5008944530730686, 0.984725475774885]",0.42419435193539945,spatial,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.8372337342976672,flux_2_max,,0.8618456100268286,available,initial_only
named,"[0.47696043131459254, 0.3078304463073824, 0.3559918301625943, 0.3686544898855691, 0.4138876768814825, 0.8962187093798211, 0.4487282450633692, 0.43130176596667086, 0.34583483141512106, 1.3038586277383775, 1.4129971044261513, 1.129820925981939]",0.49731713876558414,texture,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.2634205087912647,flux_2_max,,0.37394777441255006,available,initial_only
artist_free,"[1.3076618136362086, 1.2857774584695871, 1.129215026677396, 0.7515343747405966, 1.4324743845428156, 0.9376453892746283, 0.8353081790485695, 1.3419952529309853, 1.1271998365662643, 0.4836874861829539, 1.0503941484285457, 1.343472481634338, 1.1333474365016285, 1.2110848631648825, 0.7905511186017095, 1.0875073334508178, 0.5850391599501079, 0.9616011943788865, 1.5920757036392232, 0.7491023404548163, 0.4981748351790958, 0.5437109524502025, 0.4461999785518831, 0.31215374567476895, 1.0686200113905595, 0.21735749071683444, 0.7274463999943865, 0.6517920344689404, 2.0943969985052986, 2.532702074411258, 1.773568417886447]",1.9405232066228466,all31,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.7865334067311823,oauth_gpt_image_2,,0.9276243605995448,available,reference_content
artist_free,"[1.3076618136362086, 1.2857774584695871, 1.129215026677396, 0.7515343747405966, 1.4324743845428156, 0.9376453892746283, 0.8353081790485695, 1.3419952529309853, 1.1271998365662643, 0.4836874861829539, 1.0503941484285457]",0.8081030167162759,color,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.7671147363559125,oauth_gpt_image_2,,1.0222994008653357,available,reference_content
artist_free,"[1.343472481634338, 1.1333474365016285, 1.2110848631648825, 0.7905511186017095, 1.0875073334508178, 0.5850391599501079, 0.9616011943788865, 1.5920757036392232]",0.6828172421770384,spatial,54.132158590308364,72,32,32.0,paul_cezanne,primary512,1.1928319881727214,oauth_gpt_image_2,,1.103911230785389,available,reference_content
artist_free,"[0.7491023404548163, 0.4981748351790958, 0.5437109524502025, 0.4461999785518831, 0.31215374567476895, 1.0686200113905595, 0.21735749071683444, 0.7274463999943865, 0.6517920344689404, 2.0943969985052986, 2.532702074411258, 1.773568417886447]",1.8404266442437187,texture,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.5603664876962748,oauth_gpt_image_2,,0.7936653819258546,available,reference_content
artist_free,"[1.2754724794706949, 1.124189919302183, 0.883841589992669, 0.7150975692877806, 1.3912815414744826, 1.7617858746909434, 1.075438504774971, 1.3471905586125204, 1.089006777974804, 0.5306866450848465, 0.9086721955652077, 1.1632683865926832, 1.2862103494067896, 1.3568630413599485, 1.5385508024151082, 1.3698222034421805, 0.6071052778860403, 0.9725936891956923, 2.595603504572025, 0.8124109294020994, 0.5201590268621231, 0.5462353348856925, 0.5172264667849122, 0.43602459842629304, 1.0486797293326866, 0.30978495793457406, 0.653125427898947, 0.6374804134078274, 2.2739369586822384, 2.325657319791695, 1.8306849800477578]",1.8705825598768646,all31,72.0,72,32,32.0,paul_cezanne,primary512,0.9954397900315181,oauth_gpt_image_2,,1.2079642147367373,available,collected
artist_free,"[1.2754724794706949, 1.124189919302183, 0.883841589992669, 0.7150975692877806, 1.3912815414744826, 1.7617858746909434, 1.075438504774971, 1.3471905586125204, 1.089006777974804, 0.5306866450848465, 0.9086721955652077]",0.652071829361152,color,72.0,72,32,32.0,paul_cezanne,primary512,0.8627691485619896,oauth_gpt_image_2,,1.0160275320496166,available,collected
artist_free,"[1.1632683865926832, 1.2862103494067896, 1.3568630413599485, 1.5385508024151082, 1.3698222034421805, 0.6071052778860403, 0.9725936891956923, 2.595603504572025]",0.9176711830839244,spatial,72.0,72,32,32.0,paul_cezanne,primary512,1.8155317851695347,oauth_gpt_image_2,,2.2575379188652223,available,collected
artist_free,"[0.8124109294020994, 0.5201590268621231, 0.5462353348856925, 0.5172264667849122, 0.43602459842629304, 1.0486797293326866, 0.30978495793457406, 0.653125427898947, 0.6374804134078274, 2.2739369586822384, 2.325657319791695, 1.8306849800477578]",1.6398965381945727,texture,72.0,72,32,32.0,paul_cezanne,primary512,0.5893492628980959,oauth_gpt_image_2,,0.8128376157150599,available,collected
artist_free,"[2.5831741072818755, 1.4288409635189645, 1.0974541389537595, 0.593261772991694, 1.482115205921832, 1.722827992883502, 1.3136580184320192, 1.3119275311447394, 1.078940952964818, 0.5904905548241003, 1.0250889459652446, 1.1283771793085866, 1.982156396315382, 1.786982415414755, 3.07223610260157, 1.5451018496127404, 0.7066321593362429, 1.1568806913417888, 4.392740190004526, 0.8116110282535897, 0.6614803063615872, 0.5429545328590217, 0.7325022556861049, 0.42229473466185213, 1.1480536615930654, 0.3465433915831969, 0.6734711871735646, 0.7078505274190804, 1.9471162741510724, 2.2536658785231287, 2.2861480004751]",1.9471722711620636,all31,72.0,72,32,18.757894736842108,paul_cezanne,primary512,1.0916918543055365,oauth_gpt_image_2,,1.5827938564880037,available,equal_content
artist_free,"[2.5831741072818755, 1.4288409635189645, 1.0974541389537595, 0.593261772991694, 1.482115205921832, 1.722827992883502, 1.3136580184320192, 1.3119275311447394, 1.078940952964818, 0.5904905548241003, 1.0250889459652446]",0.6518956808213523,color,72.0,72,32,18.757894736842108,paul_cezanne,primary512,0.9388526188454878,oauth_gpt_image_2,,1.2225273616056076,available,equal_content
artist_free,"[1.1283771793085866, 1.982156396315382, 1.786982415414755, 3.07223610260157, 1.5451018496127404, 0.7066321593362429, 1.1568806913417888, 4.392740190004526]",1.14998857047161,spatial,72.0,72,32,18.757894736842108,paul_cezanne,primary512,2.1648171200037276,oauth_gpt_image_2,,4.283640018208511,available,equal_content
artist_free,"[0.8116110282535897, 0.6614803063615872, 0.5429545328590217, 0.7325022556861049, 0.42229473466185213, 1.1480536615930654, 0.3465433915831969, 0.6734711871735646, 0.7078505274190804, 1.9471162741510724, 2.2536658785231287, 2.2861480004751]",1.5185067597099886,texture,72.0,72,32,18.757894736842108,paul_cezanne,primary512,0.6199705032897824,oauth_gpt_image_2,,0.9688957761059969,available,equal_content
artist_free,"[1.181111769719764, 0.9527522520997952, 0.9966326885894565, 0.7837726953529124, 1.4324743845428156, 1.164116023034902, 0.6022905165032586, 1.1332294264297664, 1.0210830406814009, 0.47496842044559634, 0.8086311000372776, 1.1616761182271633, 1.1333474365016285, 1.3004257899263278, 1.3617510447813974, 1.0138309580042213, 0.4648720453208483, 0.7879938464439299, 1.2612521325865718, 0.6466979683905587, 0.48845131957969545, 0.5165238557301753, 0.402726308637162, 0.28688048357393076, 1.0040174798966663, 0.2147595851336287, 0.6936626861632359, 0.6904274173197966, 1.6112794194600837, 2.5052842046020114, 2.2448606265696958]",2.058242842992838,all31,55.74193548387098,72,24,23.999999999999996,paul_cezanne,primary512,0.7972043102503631,oauth_gpt_image_2,,0.8139918407394942,available,unambiguous
artist_free,"[1.181111769719764, 0.9527522520997952, 0.9966326885894565, 0.7837726953529124, 1.4324743845428156, 1.164116023034902, 0.6022905165032586, 1.1332294264297664, 1.0210830406814009, 0.47496842044559634, 0.8086311000372776]",0.8729609462533681,color,55.74193548387098,72,24,23.999999999999996,paul_cezanne,primary512,0.7648954575943152,oauth_gpt_image_2,,0.8087882234651199,available,unambiguous
artist_free,"[1.1616761182271633, 1.1333474365016285, 1.3004257899263278, 1.3617510447813974, 1.0138309580042213, 0.4648720453208483, 0.7879938464439299, 1.2612521325865718]",0.7984369591011031,spatial,55.74193548387098,72,24,23.999999999999996,paul_cezanne,primary512,1.2801344841760567,oauth_gpt_image_2,,1.0394083351855068,available,unambiguous
artist_free,"[0.6466979683905587, 0.48845131957969545, 0.5165238557301753, 0.402726308637162, 0.28688048357393076, 1.0040174798966663, 0.2147595851336287, 0.6936626861632359, 0.6904274173197966, 1.6112794194600837, 2.5052842046020114, 2.2448606265696958]",1.8431567399132254,texture,55.74193548387098,72,24,23.999999999999996,paul_cezanne,primary512,0.5660185055931554,oauth_gpt_image_2,,0.7233936590363392,available,unambiguous
artist_free,"[1.237606824533239, 1.0734322603282294, 1.097215738502059, 0.9826505088442098, 1.3234276025263627, 1.127259706927692, 0.9592449256328955, 0.9366475711920342, 1.0728420934032492, 0.4964287434631421, 1.0805013851943595, 1.0956751899526211, 1.1499219386561073, 1.5074374990657355, 1.6114498299723994, 0.9674593716590426, 0.4871668480605216, 1.102648339155313, 1.6524710470846047, 0.8375805972047933, 0.6380823605845266, 0.6513890077357439, 0.5025864998374551, 0.34597023853139647, 1.5385385239778684, 0.3087251480720815, 0.8506240098613795, 0.7117796897476703, 1.548029280728395, 2.499638285262416, 2.0223776982359762]",2.4506392427960906,all31,53.81366459627327,72,19,19.0,paul_cezanne,primary512,0.9173258540520063,oauth_gpt_image_2,,1.1577290770730686,available,native1024
artist_free,"[1.237606824533239, 1.0734322603282294, 1.097215738502059, 0.9826505088442098, 1.3234276025263627, 1.127259706927692, 0.9592449256328955, 0.9366475711920342, 1.0728420934032492, 0.4964287434631421, 1.0805013851943595]",1.1061249708091108,color,53.81366459627327,72,19,19.0,paul_cezanne,primary512,0.7455344972199133,oauth_gpt_image_2,,1.0028111689828259,available,native1024
artist_free,"[1.0956751899526211, 1.1499219386561073, 1.5074374990657355, 1.6114498299723994, 0.9674593716590426, 0.4871668480605216, 1.102648339155313, 1.6524710470846047]",0.9354614158814889,spatial,53.81366459627327,72,19,19.0,paul_cezanne,primary512,1.3864275666007293,oauth_gpt_image_2,,1.3805148184932325,available,native1024
artist_free,"[0.8375805972047933, 0.6380823605845266, 0.6513890077357439, 0.5025864998374551, 0.34597023853139647, 1.5385385239778684, 0.3087251480720815, 0.8506240098613795, 0.7117796897476703, 1.548029280728395, 2.499638285262416, 2.0223776982359762]",2.199973359875632,texture,53.81366459627327,72,19,19.0,paul_cezanne,primary512,0.7255138206635858,oauth_gpt_image_2,,1.1380257484064016,available,native1024
artist_free,"[1.3076618136362086, 1.2857774584695871, 1.129215026677396, 0.7515343747405966, 1.4324743845428156, 0.9376453892746283, 0.8353081790485695, 1.3419952529309853, 1.1271998365662643, 0.4836874861829539, 1.0503941484285457, 1.343472481634338, 1.1333474365016285, 1.2110848631648825, 0.7905511186017095, 1.0875073334508178, 0.5850391599501079, 0.9616011943788865, 1.5920757036392232, 0.7491023404548163, 0.4981748351790958, 0.5437109524502025, 0.4461999785518831, 0.31215374567476895, 1.0686200113905595, 0.21735749071683444, 0.7274463999943865, 0.6517920344689404, 2.0943969985052986, 2.532702074411258, 1.773568417886447]",1.9405232066228466,all31,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.7865334067311823,oauth_gpt_image_2,,0.9276243605995448,available,initial_only
artist_free,"[1.3076618136362086, 1.2857774584695871, 1.129215026677396, 0.7515343747405966, 1.4324743845428156, 0.9376453892746283, 0.8353081790485695, 1.3419952529309853, 1.1271998365662643, 0.4836874861829539, 1.0503941484285457]",0.8081030167162759,color,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.7671147363559125,oauth_gpt_image_2,,1.0222994008653357,available,initial_only
artist_free,"[1.343472481634338, 1.1333474365016285, 1.2110848631648825, 0.7905511186017095, 1.0875073334508178, 0.5850391599501079, 0.9616011943788865, 1.5920757036392232]",0.6828172421770384,spatial,54.132158590308364,72,32,32.0,paul_cezanne,primary512,1.1928319881727214,oauth_gpt_image_2,,1.103911230785389,available,initial_only
artist_free,"[0.7491023404548163, 0.4981748351790958, 0.5437109524502025, 0.4461999785518831, 0.31215374567476895, 1.0686200113905595, 0.21735749071683444, 0.7274463999943865, 0.6517920344689404, 2.0943969985052986, 2.532702074411258, 1.773568417886447]",1.8404266442437187,texture,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.5603664876962748,oauth_gpt_image_2,,0.7936653819258546,available,initial_only
named,"[0.7288605974728924, 0.6391142954617695, 0.6253514756759425, 0.6568484820527083, 1.504050336397265, 0.9705301270673792, 0.6556430711007439, 0.847436084185486, 0.5886191626446731, 0.2850935475544736, 0.6296742689553394, 0.8793965888487557, 1.1589236971601724, 1.1449756265696434, 0.7835731088404297, 1.00546453632029, 0.31073398155470144, 0.3136966471034899, 1.6027973453033133, 0.45994697376360294, 0.32544131637192647, 0.28486047884723537, 0.3590069706552749, 0.39887323811726105, 0.4770729958060385, 0.23846590070323906, 0.33557489037110566, 0.4374382600723592, 1.1592709084688393, 1.307559843271262, 1.0122232008142749]",1.8844684839878996,all31,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.5122888937138466,oauth_gpt_image_2,,0.4607182354027217,available,reference_content
named,"[0.7288605974728924, 0.6391142954617695, 0.6253514756759425, 0.6568484820527083, 1.504050336397265, 0.9705301270673792, 0.6556430711007439, 0.847436084185486, 0.5886191626446731, 0.2850935475544736, 0.6296742689553394]",0.6203126958759242,color,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.41824338750915135,oauth_gpt_image_2,,0.44090928983385763,available,reference_content
named,"[0.8793965888487557, 1.1589236971601724, 1.1449756265696434, 0.7835731088404297, 1.00546453632029, 0.31073398155470144, 0.3136966471034899, 1.6027973453033133]",0.6228642754624407,spatial,54.132158590308364,72,32,32.0,paul_cezanne,primary512,1.1618541689932198,oauth_gpt_image_2,,0.9159456459156123,available,reference_content
named,"[0.45994697376360294, 0.32544131637192647, 0.28486047884723537, 0.3590069706552749, 0.39887323811726105, 0.4770729958060385, 0.23846590070323906, 0.33557489037110566, 0.4374382600723592, 1.1592709084688393, 1.307559843271262, 1.0122232008142749]",1.9946683818141868,texture,54.132158590308364,72,32,32.0,paul_cezanne,primary512,0.18468588583338752,oauth_gpt_image_2,,0.2555541630485816,available,reference_content
