alias,condition,distance,family,generated_count,method_id,painter_id,reference_count
gpt-image-2,alfred_sisley,1.704898767923281,texture,64,style_aspects,camille_pissarro,141
gpt-image-2,alfred_sisley,2.282980380115645,color,64,style_aspects,paul_cezanne,105
gpt-image-2,alfred_sisley,1.564724025211559,spatial,64,style_aspects,paul_cezanne,105
gpt-image-2,alfred_sisley,2.889775213420421,texture,64,style_aspects,paul_cezanne,105
gpt-image-2,camille_pissarro,1.250035180722826,color,64,style_aspects,claude_monet,297
gpt-image-2,camille_pissarro,1.1939579091630457,spatial,64,style_aspects,claude_monet,297
gpt-image-2,camille_pissarro,1.974733730176664,texture,64,style_aspects,claude_monet,297
gpt-image-2,camille_pissarro,1.2987050233562751,color,64,style_aspects,alfred_sisley,106
gpt-image-2,camille_pissarro,1.0457168110968145,spatial,64,style_aspects,alfred_sisley,106
gpt-image-2,camille_pissarro,1.7350964108772082,texture,64,style_aspects,alfred_sisley,106
gpt-image-2,camille_pissarro,0.8908976013616612,color,64,style_aspects,camille_pissarro,141
gpt-image-2,camille_pissarro,0.8946137335203452,spatial,64,style_aspects,camille_pissarro,141
gpt-image-2,camille_pissarro,1.7308288939712373,texture,64,style_aspects,camille_pissarro,141
gpt-image-2,camille_pissarro,2.1782279775623956,color,64,style_aspects,paul_cezanne,105
gpt-image-2,camille_pissarro,1.9996626338881238,spatial,64,style_aspects,paul_cezanne,105
gpt-image-2,camille_pissarro,2.9514715433984633,texture,64,style_aspects,paul_cezanne,105
gpt-image-2,paul_cezanne,0.9412482364786725,color,64,style_aspects,claude_monet,297
gpt-image-2,paul_cezanne,1.1547395874563187,spatial,64,style_aspects,claude_monet,297
gpt-image-2,paul_cezanne,1.7071481993792343,texture,64,style_aspects,claude_monet,297
gpt-image-2,paul_cezanne,1.1331058930949958,color,64,style_aspects,alfred_sisley,106
gpt-image-2,paul_cezanne,1.3516529786394396,spatial,64,style_aspects,alfred_sisley,106
gpt-image-2,paul_cezanne,1.960586049384094,texture,64,style_aspects,alfred_sisley,106
gpt-image-2,paul_cezanne,1.3029231474886456,color,64,style_aspects,camille_pissarro,141
gpt-image-2,paul_cezanne,1.2956594818558418,spatial,64,style_aspects,camille_pissarro,141
gpt-image-2,paul_cezanne,2.261725562088226,texture,64,style_aspects,camille_pissarro,141
gpt-image-2,paul_cezanne,0.7813665578564586,color,64,style_aspects,paul_cezanne,105
gpt-image-2,paul_cezanne,0.6886057819877818,spatial,64,style_aspects,paul_cezanne,105
gpt-image-2,paul_cezanne,1.936714060597992,texture,64,style_aspects,paul_cezanne,105
gpt-image-2,artist_free,1.4069884494665903,color,64,style_aspects,claude_monet,297
gpt-image-2,artist_free,0.2291550685253978,spatial,64,style_aspects,claude_monet,297
gpt-image-2,artist_free,1.2642229323672942,texture,64,style_aspects,claude_monet,297
gpt-image-2,artist_free,1.2695316362492615,color,64,style_aspects,alfred_sisley,106
gpt-image-2,artist_free,0.37846711735752026,spatial,64,style_aspects,alfred_sisley,106
gpt-image-2,artist_free,1.4490497392207482,texture,64,style_aspects,alfred_sisley,106
gpt-image-2,artist_free,1.201050950691175,color,64,style_aspects,camille_pissarro,141
gpt-image-2,artist_free,0.610556535480745,spatial,64,style_aspects,camille_pissarro,141
gpt-image-2,artist_free,1.255165724245126,texture,64,style_aspects,camille_pissarro,141
gpt-image-2,artist_free,0.6179744291385747,color,64,style_aspects,paul_cezanne,105
gpt-image-2,artist_free,0.6585465424127372,spatial,64,style_aspects,paul_cezanne,105
gpt-image-2,artist_free,1.4239555967093822,texture,64,style_aspects,paul_cezanne,105
